source	target	prediction
alice dislikes quinn <eos>	dislike ( alice , quinn ) <eos>	dislike ( ursula , quinn ) <eos>
alice sees quinn <eos>	see ( alice , quinn ) <eos>	see ( ursula , quinn ) <eos>
alice dislikes zelda <eos>	dislike ( alice , zelda ) <eos>	dislike ( ursula , zelda ) <eos>
alice notices quinn <eos>	notice ( alice , quinn ) <eos>	notice ( ursula , quinn ) <eos>
alice dislikes herself <eos>	dislike ( alice , alice ) <eos>	dislike ( ursula , ursula ) <eos>
alice sees bob <eos>	see ( alice , bob ) <eos>	see ( ursula , bob ) <eos>
alice throws xerxes <eos>	throw ( alice , xerxes ) <eos>	throw ( ursula , xerxes ) <eos>
alice meets henry <eos>	meet ( alice , henry ) <eos>	meet ( ursula , henry ) <eos>
alice notices tracy <eos>	notice ( alice , tracy ) <eos>	notice ( ursula , tracy ) <eos>
alice meets katherine <eos>	meet ( alice , katherine ) <eos>	meet ( ursula , katherine ) <eos>
alice notices henry <eos>	notice ( alice , henry ) <eos>	notice ( ursula , henry ) <eos>
alice sees oswald <eos>	see ( alice , oswald ) <eos>	see ( ursula , oswald ) <eos>
alice knows rachael <eos>	know ( alice , rachael ) <eos>	know ( ursula , rachael ) <eos>
alice throws eliza <eos>	throw ( alice , eliza ) <eos>	throw ( ursula , eliza ) <eos>
alice notices victor <eos>	notice ( alice , victor ) <eos>	notice ( ursula , victor ) <eos>
alice throws alice <eos>	throw ( alice , alice ) <eos>	throw ( ursula , alice ) <eos>
alice meets eliza <eos>	meet ( alice , eliza ) <eos>	meet ( ursula , eliza ) <eos>
alice meets isla <eos>	meet ( alice , isla ) <eos>	meet ( ursula , isla ) <eos>
alice likes isla <eos>	like ( alice , isla ) <eos>	like ( ursula , isla ) <eos>
alice meets claire <eos>	meet ( alice , claire ) <eos>	meet ( winnifred , claire ) <eos>
alice meets john <eos>	meet ( alice , john ) <eos>	meet ( ursula , john ) <eos>
alice throws bob <eos>	throw ( alice , bob ) <eos>	throw ( ursula , bob ) <eos>
alice notices xerxes <eos>	notice ( alice , xerxes ) <eos>	notice ( ursula , xerxes ) <eos>
alice sees ursula <eos>	see ( alice , ursula ) <eos>	see ( ursula , ursula ) <eos>
alice meets xerxes <eos>	meet ( alice , xerxes ) <eos>	meet ( ursula , xerxes ) <eos>
alice likes francis <eos>	like ( alice , francis ) <eos>	like ( ursula , francis ) <eos>
alice likes john <eos>	like ( alice , john ) <eos>	like ( ursula , john ) <eos>
alice sees patricia <eos>	see ( alice , patricia ) <eos>	see ( ursula , patricia ) <eos>
alice sees yvette <eos>	see ( alice , yvettte ) <eos>	see ( ursula , yvettte ) <eos>
