source	target	prediction
neha sees alice <eos>	see ( neha , alice ) <eos>	see ( neha , neha ) <eos>
zelda likes alice <eos>	like ( zelda , alice ) <eos>	like ( zelda , zelda ) <eos>
eliza dislikes alice <eos>	dislike ( eliza , alice ) <eos>	dislike ( eliza , francis ) <eos>
daniel dislikes alice <eos>	dislike ( daniel , alice ) <eos>	dislike ( daniel , isla ) <eos>
tracy throws alice <eos>	throw ( tracy , alice ) <eos>	throw ( tracy , tracy ) <eos>
margaret meets alice <eos>	meet ( margaret , alice ) <eos>	meet ( margaret , francis ) <eos>
winnifred knows alice <eos>	know ( winnifred , alice ) <eos>	know ( winnifred , winnifred ) <eos>
patricia knows alice <eos>	know ( patricia , alice ) <eos>	know ( patricia , bob ) <eos>
xerxes meets alice <eos>	meet ( xerxes , alice ) <eos>	meet ( xerxes , xerxes ) <eos>
oswald dislikes alice <eos>	dislike ( oswald , alice ) <eos>	dislike ( oswald , francis ) <eos>
victor throws alice <eos>	throw ( victor , alice ) <eos>	throw ( victor , bob ) <eos>
winnifred throws alice <eos>	throw ( winnifred , alice ) <eos>	throw ( winnifred , winnifred ) <eos>
yvette meets alice <eos>	meet ( yvettte , alice ) <eos>	meet ( yvettte , francis ) <eos>
yvette likes alice <eos>	like ( yvettte , alice ) <eos>	like ( yvettte , yvettte ) <eos>
rachael throws alice <eos>	throw ( rachael , alice ) <eos>	throw ( rachael , rachael ) <eos>
isla knows alice <eos>	know ( isla , alice ) <eos>	know ( isla , isla ) <eos>
henry likes alice <eos>	like ( henry , alice ) <eos>	like ( henry , isla ) <eos>
victor knows alice <eos>	know ( victor , alice ) <eos>	know ( victor , bob ) <eos>
claire likes alice <eos>	like ( claire , alice ) <eos>	like ( alice , claire ) <eos>
winnifred meets alice <eos>	meet ( winnifred , alice ) <eos>	meet ( winnifred , francis ) <eos>
rachael likes alice <eos>	like ( rachael , alice ) <eos>	like ( alice , rachael ) <eos>
xerxes sees alice <eos>	see ( xerxes , alice ) <eos>	see ( alice , xerxes ) <eos>
eliza likes alice <eos>	like ( eliza , alice ) <eos>	like ( eliza , francis ) <eos>
grace throws alice <eos>	throw ( grace , alice ) <eos>	throw ( grace , grace ) <eos>
zelda sees alice <eos>	see ( zelda , alice ) <eos>	see ( zelda , zelda ) <eos>
tracy dislikes alice <eos>	dislike ( tracy , alice ) <eos>	dislike ( tracy , tracy ) <eos>
alice likes alice <eos>	like ( alice , alice ) <eos>	like ( alice , zelda ) <eos>
oswald meets alice <eos>	meet ( oswald , alice ) <eos>	meet ( oswald , francis ) <eos>
francis sees alice <eos>	see ( francis , alice ) <eos>	see ( francis , francis ) <eos>
isla meets alice <eos>	meet ( isla , alice ) <eos>	meet ( isla , isla ) <eos>
katherine knows alice <eos>	know ( katherine , alice ) <eos>	know ( katherine , katherine ) <eos>
bob sees alice <eos>	see ( bob , alice ) <eos>	see ( bob , bob ) <eos>
claire notices alice <eos>	notice ( claire , alice ) <eos>	notice ( alice , claire ) <eos>
samuel knows alice <eos>	know ( samuel , alice ) <eos>	know ( samuel , samuel ) <eos>
rachael meets alice <eos>	meet ( rachael , alice ) <eos>	meet ( rachael , bob ) <eos>
lewis meets alice <eos>	meet ( lewis , alice ) <eos>	meet ( lewis , lewis ) <eos>
tracy knows alice <eos>	know ( tracy , alice ) <eos>	know ( alice , tracy ) <eos>
alice notices alice <eos>	notice ( alice , alice ) <eos>	notice ( alice , bob ) <eos>
katherine dislikes alice <eos>	dislike ( katherine , alice ) <eos>	dislike ( katherine , katherine ) <eos>
victor dislikes alice <eos>	dislike ( victor , alice ) <eos>	dislike ( victor , bob ) <eos>
bob meets alice <eos>	meet ( bob , alice ) <eos>	meet ( bob , bob ) <eos>
ursula knows alice <eos>	know ( ursula , alice ) <eos>	know ( ursula , ursula ) <eos>
victor likes alice <eos>	like ( victor , alice ) <eos>	like ( victor , victor ) <eos>
ursula likes alice <eos>	like ( ursula , alice ) <eos>	like ( ursula , ursula ) <eos>
daniel meets alice <eos>	meet ( daniel , alice ) <eos>	meet ( daniel , bob ) <eos>
john throws alice <eos>	throw ( john , alice ) <eos>	throw ( john , john ) <eos>
yvette dislikes alice <eos>	dislike ( yvettte , alice ) <eos>	dislike ( yvettte , francis ) <eos>
bob throws alice <eos>	throw ( bob , alice ) <eos>	throw ( bob , bob ) <eos>
francis notices alice <eos>	notice ( francis , alice ) <eos>	notice ( francis , francis ) <eos>
margaret sees alice <eos>	see ( margaret , alice ) <eos>	see ( margaret , francis ) <eos>
daniel sees alice <eos>	see ( daniel , alice ) <eos>	see ( daniel , isla ) <eos>
margaret notices alice <eos>	notice ( margaret , alice ) <eos>	notice ( alice , margaret ) <eos>
lewis likes alice <eos>	like ( lewis , alice ) <eos>	like ( alice , lewis ) <eos>
eliza meets alice <eos>	meet ( eliza , alice ) <eos>	meet ( eliza , francis ) <eos>
yvette knows alice <eos>	know ( yvettte , alice ) <eos>	know ( yvettte , bob ) <eos>
tracy likes alice <eos>	like ( tracy , alice ) <eos>	like ( alice , tracy ) <eos>
samuel notices alice <eos>	notice ( samuel , alice ) <eos>	notice ( samuel , samuel ) <eos>
quinn likes alice <eos>	like ( quinn , alice ) <eos>	like ( alice , quinn ) <eos>
quinn knows alice <eos>	know ( quinn , alice ) <eos>	know ( quinn , quinn ) <eos>
francis dislikes alice <eos>	dislike ( francis , alice ) <eos>	dislike ( francis , francis ) <eos>
isla notices alice <eos>	notice ( isla , alice ) <eos>	notice ( alice , isla ) <eos>
grace knows alice <eos>	know ( grace , alice ) <eos>	know ( grace , bob ) <eos>
xerxes notices alice <eos>	notice ( xerxes , alice ) <eos>	notice ( alice , xerxes ) <eos>
bob knows alice <eos>	know ( bob , alice ) <eos>	know ( bob , bob ) <eos>
margaret dislikes alice <eos>	dislike ( margaret , alice ) <eos>	dislike ( margaret , francis ) <eos>
alice knows alice <eos>	know ( alice , alice ) <eos>	know ( alice , bob ) <eos>
john sees alice <eos>	see ( john , alice ) <eos>	see ( john , john ) <eos>
quinn sees alice <eos>	see ( quinn , alice ) <eos>	see ( quinn , quinn ) <eos>
patricia notices alice <eos>	notice ( patricia , alice ) <eos>	notice ( patricia , patricia ) <eos>
rachael sees alice <eos>	see ( rachael , alice ) <eos>	see ( alice , rachael ) <eos>
grace sees alice <eos>	see ( grace , alice ) <eos>	see ( grace , grace ) <eos>
ursula notices alice <eos>	notice ( ursula , alice ) <eos>	notice ( ursula , ursula ) <eos>
patricia likes alice <eos>	like ( patricia , alice ) <eos>	like ( patricia , patricia ) <eos>
