source	target	prediction
alice sees margaret <eos>	see ( alice , margaret ) <eos>	see ( margaret , margaret ) <eos>
alice likes yvette <eos>	like ( alice , yvettte ) <eos>	like ( yvettte , yvettte ) <eos>
alice knows grace <eos>	know ( alice , grace ) <eos>	know ( grace , alice ) <eos>
alice likes patricia <eos>	like ( alice , patricia ) <eos>	like ( patricia , patricia ) <eos>
alice slumbers <eos>	slumber ( alice ) <eos>	slumber ( neha ) <eos>
alice dances <eos>	dance ( alice ) <eos>	dance ( francis ) <eos>
alice runs <eos>	run ( alice ) <eos>	run ( quinn ) <eos>
alice knows lewis <eos>	know ( alice , lewis ) <eos>	know ( lewis , alice ) <eos>
alice likes bob <eos>	like ( alice , bob ) <eos>	like ( bob , bob ) <eos>
alice sees lewis <eos>	see ( alice , lewis ) <eos>	see ( lewis , lewis ) <eos>
alice throws john <eos>	throw ( alice , john ) <eos>	throw ( john , john ) <eos>
alice throws henry <eos>	throw ( alice , henry ) <eos>	throw ( henry , alice ) <eos>
alice dislikes oswald <eos>	dislike ( alice , oswald ) <eos>	dislike ( oswald , alice ) <eos>
alice throws samuel <eos>	throw ( alice , samuel ) <eos>	throw ( samuel , samuel ) <eos>
alice dislikes margaret <eos>	dislike ( alice , margaret ) <eos>	dislike ( margaret , margaret ) <eos>
alice sees daniel <eos>	see ( alice , daniel ) <eos>	see ( daniel , daniel ) <eos>
alice meets francis <eos>	meet ( alice , francis ) <eos>	meet ( francis , francis ) <eos>
alice knows rachael <eos>	know ( alice , rachael ) <eos>	know ( rachael , alice ) <eos>
alice sees eliza <eos>	see ( alice , eliza ) <eos>	see ( eliza , eliza ) <eos>
alice sees patricia <eos>	see ( alice , patricia ) <eos>	see ( patricia , patricia ) <eos>
alice likes quinn <eos>	like ( alice , quinn ) <eos>	like ( quinn , quinn ) <eos>
alice sees alice <eos>	see ( alice , alice ) <eos>	see ( alice , alice ) <eos>
alice meets claire <eos>	meet ( alice , claire ) <eos>	meet ( claire , claire ) <eos>
alice notices tracy <eos>	notice ( alice , tracy ) <eos>	notice ( tracy , tracy ) <eos>
alice knows samuel <eos>	know ( alice , samuel ) <eos>	know ( samuel , samuel ) <eos>
alice sees zelda <eos>	see ( alice , zelda ) <eos>	see ( zelda , zelda ) <eos>
alice notices neha <eos>	notice ( alice , neha ) <eos>	notice ( neha , neha ) <eos>
alice likes alice <eos>	like ( alice , alice ) <eos>	like ( alice , alice ) <eos>
alice meets quinn <eos>	meet ( alice , quinn ) <eos>	meet ( quinn , quinn ) <eos>
alice notices eliza <eos>	notice ( alice , eliza ) <eos>	notice ( eliza , eliza ) <eos>
alice knows john <eos>	know ( alice , john ) <eos>	know ( john , alice ) <eos>
alice likes john <eos>	like ( alice , john ) <eos>	like ( john , alice ) <eos>
alice knows ursula <eos>	know ( alice , ursula ) <eos>	know ( ursula , alice ) <eos>
alice throws oswald <eos>	throw ( alice , oswald ) <eos>	throw ( oswald , alice ) <eos>
alice meets katherine <eos>	meet ( alice , katherine ) <eos>	meet ( katherine , alice ) <eos>
alice likes neha <eos>	like ( alice , neha ) <eos>	like ( neha , neha ) <eos>
alice notices isla <eos>	notice ( alice , isla ) <eos>	notice ( isla , isla ) <eos>
alice likes tracy <eos>	like ( alice , tracy ) <eos>	like ( tracy , tracy ) <eos>
alice throws grace <eos>	throw ( alice , grace ) <eos>	throw ( grace , alice ) <eos>
alice sees katherine <eos>	see ( alice , katherine ) <eos>	see ( katherine , alice ) <eos>
alice notices claire <eos>	notice ( alice , claire ) <eos>	notice ( claire , claire ) <eos>
alice dislikes winnifred <eos>	dislike ( alice , winnifred ) <eos>	dislike ( winnifred , winnifred ) <eos>
alice likes henry <eos>	like ( alice , henry ) <eos>	like ( henry , alice ) <eos>
alice likes samuel <eos>	like ( alice , samuel ) <eos>	like ( samuel , samuel ) <eos>
alice dislikes tracy <eos>	dislike ( alice , tracy ) <eos>	dislike ( tracy , tracy ) <eos>
alice throws winnifred <eos>	throw ( alice , winnifred ) <eos>	throw ( winnifred , winnifred ) <eos>
alice knows neha <eos>	know ( alice , neha ) <eos>	know ( neha , neha ) <eos>
alice throws victor <eos>	throw ( alice , victor ) <eos>	throw ( victor , victor ) <eos>
alice sees grace <eos>	see ( alice , grace ) <eos>	see ( grace , alice ) <eos>
alice throws claire <eos>	throw ( alice , claire ) <eos>	throw ( claire , claire ) <eos>
alice likes winnifred <eos>	like ( alice , winnifred ) <eos>	like ( winnifred , winnifred ) <eos>
alice likes xerxes <eos>	like ( alice , xerxes ) <eos>	like ( xerxes , alice ) <eos>
alice meets samuel <eos>	meet ( alice , samuel ) <eos>	meet ( samuel , samuel ) <eos>
alice notices john <eos>	notice ( alice , john ) <eos>	notice ( john , alice ) <eos>
alice sees claire <eos>	see ( alice , claire ) <eos>	see ( claire , claire ) <eos>
alice knows zelda <eos>	know ( alice , zelda ) <eos>	know ( zelda , alice ) <eos>
alice meets rachael <eos>	meet ( alice , rachael ) <eos>	meet ( rachael , rachael ) <eos>
alice dislikes isla <eos>	dislike ( alice , isla ) <eos>	dislike ( isla , isla ) <eos>
alice likes oswald <eos>	like ( alice , oswald ) <eos>	like ( oswald , alice ) <eos>
alice meets john <eos>	meet ( alice , john ) <eos>	meet ( john , john ) <eos>
alice notices herself <eos>	notice ( alice , alice ) <eos>	notice ( tracy , alice ) <eos>
alice meets herself <eos>	meet ( alice , alice ) <eos>	meet ( margaret , alice ) <eos>
alice throws katherine <eos>	throw ( alice , katherine ) <eos>	throw ( katherine , alice ) <eos>
alice meets grace <eos>	meet ( alice , grace ) <eos>	meet ( grace , alice ) <eos>
alice dislikes patricia <eos>	dislike ( alice , patricia ) <eos>	dislike ( patricia , patricia ) <eos>
alice throws quinn <eos>	throw ( alice , quinn ) <eos>	throw ( quinn , quinn ) <eos>
alice dislikes yvette <eos>	dislike ( alice , yvettte ) <eos>	dislike ( yvettte , yvettte ) <eos>
alice notices alice <eos>	notice ( alice , alice ) <eos>	notice ( alice , alice ) <eos>
alice notices grace <eos>	notice ( alice , grace ) <eos>	notice ( grace , alice ) <eos>
alice sees henry <eos>	see ( alice , henry ) <eos>	see ( henry , alice ) <eos>
