source	target	prediction
alice notices neha <eos>	notice ( alice , neha ) <eos>	notice ( margaret , neha ) <eos>
alice notices john <eos>	notice ( alice , john ) <eos>	notice ( margaret , john ) <eos>
alice meets alice <eos>	meet ( alice , alice ) <eos>	meet ( margaret , alice ) <eos>
alice dislikes isla <eos>	dislike ( alice , isla ) <eos>	dislike ( margaret , isla ) <eos>
alice dislikes quinn <eos>	dislike ( alice , quinn ) <eos>	dislike ( quinn , quinn ) <eos>
alice meets yvette <eos>	meet ( alice , yvettte ) <eos>	meet ( margaret , yvettte ) <eos>
alice dislikes winnifred <eos>	dislike ( alice , winnifred ) <eos>	dislike ( margaret , winnifred ) <eos>
alice meets francis <eos>	meet ( alice , francis ) <eos>	meet ( margaret , francis ) <eos>
alice dislikes ursula <eos>	dislike ( alice , ursula ) <eos>	dislike ( margaret , ursula ) <eos>
alice meets samuel <eos>	meet ( alice , samuel ) <eos>	meet ( margaret , samuel ) <eos>
alice likes samuel <eos>	like ( alice , samuel ) <eos>	like ( margaret , samuel ) <eos>
alice likes winnifred <eos>	like ( alice , winnifred ) <eos>	like ( margaret , winnifred ) <eos>
alice notices tracy <eos>	notice ( alice , tracy ) <eos>	notice ( margaret , tracy ) <eos>
alice meets winnifred <eos>	meet ( alice , winnifred ) <eos>	meet ( margaret , winnifred ) <eos>
alice sees herself <eos>	see ( alice , alice ) <eos>	see ( margaret , margaret ) <eos>
alice knows ursula <eos>	know ( alice , ursula ) <eos>	know ( margaret , ursula ) <eos>
alice notices ursula <eos>	notice ( alice , ursula ) <eos>	notice ( margaret , ursula ) <eos>
alice throws oswald <eos>	throw ( alice , oswald ) <eos>	throw ( margaret , oswald ) <eos>
alice meets tracy <eos>	meet ( alice , tracy ) <eos>	meet ( margaret , tracy ) <eos>
alice likes zelda <eos>	like ( alice , zelda ) <eos>	like ( margaret , zelda ) <eos>
alice dislikes john <eos>	dislike ( alice , john ) <eos>	dislike ( margaret , john ) <eos>
alice likes neha <eos>	like ( alice , neha ) <eos>	like ( margaret , neha ) <eos>
alice sees lewis <eos>	see ( alice , lewis ) <eos>	see ( quinn , lewis ) <eos>
alice likes yvette <eos>	like ( alice , yvettte ) <eos>	like ( margaret , yvettte ) <eos>
alice notices bob <eos>	notice ( alice , bob ) <eos>	notice ( margaret , bob ) <eos>
alice throws daniel <eos>	throw ( alice , daniel ) <eos>	throw ( quinn , daniel ) <eos>
alice sees claire <eos>	see ( alice , claire ) <eos>	see ( margaret , claire ) <eos>
alice sees ursula <eos>	see ( alice , ursula ) <eos>	see ( quinn , ursula ) <eos>
alice dislikes katherine <eos>	dislike ( alice , katherine ) <eos>	dislike ( margaret , katherine ) <eos>
alice knows john <eos>	know ( alice , john ) <eos>	know ( margaret , john ) <eos>
alice notices eliza <eos>	notice ( alice , eliza ) <eos>	notice ( margaret , eliza ) <eos>
alice dislikes claire <eos>	dislike ( alice , claire ) <eos>	dislike ( margaret , claire ) <eos>
alice dislikes grace <eos>	dislike ( alice , grace ) <eos>	dislike ( margaret , grace ) <eos>
alice notices claire <eos>	notice ( alice , claire ) <eos>	notice ( margaret , claire ) <eos>
alice sees eliza <eos>	see ( alice , eliza ) <eos>	see ( margaret , eliza ) <eos>
alice sees samuel <eos>	see ( alice , samuel ) <eos>	see ( quinn , samuel ) <eos>
alice notices yvette <eos>	notice ( alice , yvettte ) <eos>	notice ( margaret , yvettte ) <eos>
alice likes lewis <eos>	like ( alice , lewis ) <eos>	like ( margaret , lewis ) <eos>
alice meets herself <eos>	meet ( alice , alice ) <eos>	meet ( margaret , margaret ) <eos>
alice dislikes samuel <eos>	dislike ( alice , samuel ) <eos>	dislike ( margaret , samuel ) <eos>
alice knows xerxes <eos>	know ( alice , xerxes ) <eos>	know ( margaret , xerxes ) <eos>
alice knows daniel <eos>	know ( alice , daniel ) <eos>	know ( quinn , daniel ) <eos>
alice sees quinn <eos>	see ( alice , quinn ) <eos>	see ( quinn , quinn ) <eos>
alice dislikes eliza <eos>	dislike ( alice , eliza ) <eos>	dislike ( margaret , eliza ) <eos>
alice knows katherine <eos>	know ( alice , katherine ) <eos>	know ( margaret , katherine ) <eos>
alice sees daniel <eos>	see ( alice , daniel ) <eos>	see ( quinn , daniel ) <eos>
alice notices katherine <eos>	notice ( alice , katherine ) <eos>	notice ( margaret , katherine ) <eos>
alice knows patricia <eos>	know ( alice , patricia ) <eos>	know ( margaret , patricia ) <eos>
alice notices oswald <eos>	notice ( alice , oswald ) <eos>	notice ( margaret , oswald ) <eos>
alice throws john <eos>	throw ( alice , john ) <eos>	throw ( margaret , john ) <eos>
alice likes bob <eos>	like ( alice , bob ) <eos>	like ( quinn , bob ) <eos>
alice notices samuel <eos>	notice ( alice , samuel ) <eos>	notice ( margaret , samuel ) <eos>
alice runs <eos>	run ( alice ) <eos>	run ( margaret ) <eos>
alice sleeps <eos>	sleep ( alice ) <eos>	sleep ( margaret ) <eos>
alice walks <eos>	walk ( alice ) <eos>	walk ( margaret ) <eos>
alice knows zelda <eos>	know ( alice , zelda ) <eos>	know ( quinn , zelda ) <eos>
alice knows margaret <eos>	know ( alice , margaret ) <eos>	know ( margaret , margaret ) <eos>
alice sees grace <eos>	see ( alice , grace ) <eos>	see ( margaret , grace ) <eos>
