source	target	prediction
daniel dislikes rachael <eos>	dislike ( daniel , rachael ) <eos>	dislike ( daniel , rachael ) <eos>
rachael meets francis <eos>	meet ( rachael , francis ) <eos>	meet ( rachael , francis ) <eos>
lewis throws eliza <eos>	throw ( lewis , eliza ) <eos>	throw ( lewis , eliza ) <eos>
daniel throws eliza <eos>	throw ( daniel , eliza ) <eos>	throw ( daniel , eliza ) <eos>
isla throws samuel <eos>	throw ( isla , samuel ) <eos>	throw ( isla , samuel ) <eos>
francis likes victor <eos>	like ( francis , victor ) <eos>	like ( francis , victor ) <eos>
samuel throws margaret <eos>	throw ( samuel , margaret ) <eos>	throw ( samuel , margaret ) <eos>
margaret likes katherine <eos>	like ( margaret , katherine ) <eos>	like ( margaret , katherine ) <eos>
ursula meets eliza <eos>	meet ( ursula , eliza ) <eos>	meet ( ursula , eliza ) <eos>
neha throws herself <eos>	throw ( neha , neha ) <eos>	throw ( neha , neha ) <eos>
bob knows quinn <eos>	know ( bob , quinn ) <eos>	know ( bob , quinn ) <eos>
katherine throws winnifred <eos>	throw ( katherine , winnifred ) <eos>	throw ( katherine , winnifred ) <eos>
bob throws neha <eos>	throw ( bob , neha ) <eos>	throw ( bob , neha ) <eos>
neha sees margaret <eos>	see ( neha , margaret ) <eos>	see ( neha , margaret ) <eos>
alice likes claire <eos>	like ( alice , claire ) <eos>	like ( alice , claire ) <eos>
quinn throws isla <eos>	throw ( quinn , isla ) <eos>	throw ( quinn , isla ) <eos>
john dislikes lewis <eos>	dislike ( john , lewis ) <eos>	dislike ( john , lewis ) <eos>
quinn knows tracy <eos>	know ( quinn , tracy ) <eos>	know ( quinn , tracy ) <eos>
yvette notices yvette <eos>	notice ( yvettte , yvettte ) <eos>	notice ( yvettte , yvettte ) <eos>
alice meets herself <eos>	meet ( alice , alice ) <eos>	meet ( alice , alice ) <eos>
john throws samuel <eos>	throw ( john , samuel ) <eos>	throw ( john , samuel ) <eos>
lewis throws lewis <eos>	throw ( lewis , lewis ) <eos>	throw ( lewis , lewis ) <eos>
francis likes margaret <eos>	like ( francis , margaret ) <eos>	like ( francis , margaret ) <eos>
quinn meets margaret <eos>	meet ( quinn , margaret ) <eos>	meet ( quinn , margaret ) <eos>
yvette notices bob <eos>	notice ( yvettte , bob ) <eos>	notice ( yvettte , bob ) <eos>
eliza throws john <eos>	throw ( eliza , john ) <eos>	throw ( eliza , john ) <eos>
yvette knows tracy <eos>	know ( yvettte , tracy ) <eos>	know ( yvettte , tracy ) <eos>
margaret likes alice <eos>	like ( margaret , alice ) <eos>	like ( margaret , alice ) <eos>
ursula sees francis <eos>	see ( ursula , francis ) <eos>	see ( ursula , francis ) <eos>
grace likes patricia <eos>	like ( grace , patricia ) <eos>	like ( grace , patricia ) <eos>
zelda likes henry <eos>	like ( zelda , henry ) <eos>	like ( zelda , henry ) <eos>
patricia sees oswald <eos>	see ( patricia , oswald ) <eos>	see ( patricia , oswald ) <eos>
zelda dislikes patricia <eos>	dislike ( zelda , patricia ) <eos>	dislike ( zelda , patricia ) <eos>
eliza sees ursula <eos>	see ( eliza , ursula ) <eos>	see ( eliza , ursula ) <eos>
alice knows herself <eos>	know ( alice , alice ) <eos>	know ( alice , alice ) <eos>
grace meets victor <eos>	meet ( grace , victor ) <eos>	meet ( grace , victor ) <eos>
francis likes tracy <eos>	like ( francis , tracy ) <eos>	like ( francis , tracy ) <eos>
grace notices victor <eos>	notice ( grace , victor ) <eos>	notice ( grace , victor ) <eos>
zelda knows herself <eos>	know ( zelda , zelda ) <eos>	know ( zelda , zelda ) <eos>
alice notices zelda <eos>	notice ( alice , zelda ) <eos>	notice ( alice , zelda ) <eos>
xerxes likes henry <eos>	like ( xerxes , henry ) <eos>	like ( xerxes , henry ) <eos>
winnifred notices alice <eos>	notice ( winnifred , alice ) <eos>	notice ( winnifred , alice ) <eos>
grace knows lewis <eos>	know ( grace , lewis ) <eos>	know ( grace , lewis ) <eos>
daniel meets rachael <eos>	meet ( daniel , rachael ) <eos>	meet ( daniel , rachael ) <eos>
oswald knows yvette <eos>	know ( oswald , yvettte ) <eos>	know ( oswald , yvettte ) <eos>
samuel likes lewis <eos>	like ( samuel , lewis ) <eos>	like ( samuel , lewis ) <eos>
henry knows yvette <eos>	know ( henry , yvettte ) <eos>	know ( henry , yvettte ) <eos>
victor notices isla <eos>	notice ( victor , isla ) <eos>	notice ( victor , isla ) <eos>
daniel sees tracy <eos>	see ( daniel , tracy ) <eos>	see ( daniel , tracy ) <eos>
alice sees margaret <eos>	see ( alice , margaret ) <eos>	see ( alice , margaret ) <eos>
katherine throws eliza <eos>	throw ( katherine , eliza ) <eos>	throw ( katherine , eliza ) <eos>
claire sees quinn <eos>	see ( claire , quinn ) <eos>	see ( claire , quinn ) <eos>
katherine meets claire <eos>	meet ( katherine , claire ) <eos>	meet ( katherine , claire ) <eos>
neha knows claire <eos>	know ( neha , claire ) <eos>	know ( neha , claire ) <eos>
alice likes herself <eos>	like ( alice , alice ) <eos>	like ( alice , alice ) <eos>
winnifred sees isla <eos>	see ( winnifred , isla ) <eos>	see ( winnifred , isla ) <eos>
yvette dislikes victor <eos>	dislike ( yvettte , victor ) <eos>	dislike ( yvettte , victor ) <eos>
victor notices xerxes <eos>	notice ( victor , xerxes ) <eos>	notice ( victor , xerxes ) <eos>
katherine knows eliza <eos>	know ( katherine , eliza ) <eos>	know ( katherine , eliza ) <eos>
winnifred notices victor <eos>	notice ( winnifred , victor ) <eos>	notice ( winnifred , victor ) <eos>
zelda notices alice <eos>	notice ( zelda , alice ) <eos>	notice ( zelda , alice ) <eos>
tracy dislikes samuel <eos>	dislike ( tracy , samuel ) <eos>	dislike ( tracy , samuel ) <eos>
bob meets victor <eos>	meet ( bob , victor ) <eos>	meet ( bob , victor ) <eos>
yvette meets herself <eos>	meet ( yvettte , yvettte ) <eos>	meet ( yvettte , yvettte ) <eos>
rachael throws patricia <eos>	throw ( rachael , patricia ) <eos>	throw ( rachael , patricia ) <eos>
neha throws xerxes <eos>	throw ( neha , xerxes ) <eos>	throw ( neha , xerxes ) <eos>
henry throws winnifred <eos>	throw ( henry , winnifred ) <eos>	throw ( henry , winnifred ) <eos>
francis knows quinn <eos>	know ( francis , quinn ) <eos>	know ( francis , quinn ) <eos>
