source	target	prediction
alice sees katherine <eos>	see ( alice , katherine ) <eos>	see ( alice , katherine ) <eos>
alice dislikes quinn <eos>	dislike ( alice , quinn ) <eos>	dislike ( quinn , quinn ) <eos>
alice likes herself <eos>	like ( alice , alice ) <eos>	like ( daniel , alice ) <eos>
alice sees samuel <eos>	see ( alice , samuel ) <eos>	see ( samuel , alice ) <eos>
alice knows tracy <eos>	know ( alice , tracy ) <eos>	know ( victor , tracy ) <eos>
alice sees quinn <eos>	see ( alice , quinn ) <eos>	see ( quinn , quinn ) <eos>
alice knows xerxes <eos>	know ( alice , xerxes ) <eos>	know ( xerxes , alice ) <eos>
alice dislikes victor <eos>	dislike ( alice , victor ) <eos>	dislike ( victor , alice ) <eos>
alice throws alice <eos>	throw ( alice , alice ) <eos>	throw ( alice ) <eos>
alice dislikes grace <eos>	dislike ( alice , grace ) <eos>	dislike ( grace , alice ) <eos>
alice sees claire <eos>	see ( alice , claire ) <eos>	see ( grace , claire ) <eos>
alice dislikes neha <eos>	dislike ( alice , neha ) <eos>	dislike ( neha , alice ) <eos>
alice likes francis <eos>	like ( alice , francis ) <eos>	like ( francis , francis ) <eos>
alice meets katherine <eos>	meet ( alice , katherine ) <eos>	meet ( daniel , katherine ) <eos>
alice notices quinn <eos>	notice ( alice , quinn ) <eos>	notice ( quinn , quinn ) <eos>
alice knows henry <eos>	know ( alice , henry ) <eos>	know ( henry , alice ) <eos>
alice throws john <eos>	throw ( alice , john ) <eos>	throw ( daniel , john ) <eos>
alice meets isla <eos>	meet ( alice , isla ) <eos>	meet ( isla , isla ) <eos>
alice dislikes katherine <eos>	dislike ( alice , katherine ) <eos>	dislike ( daniel , katherine ) <eos>
alice sees alice <eos>	see ( alice , alice ) <eos>	see ( alice ) <eos>
alice throws herself <eos>	throw ( alice , alice ) <eos>	throw ( daniel , alice ) <eos>
alice meets patricia <eos>	meet ( alice , patricia ) <eos>	meet ( alice , patricia ) <eos>
alice throws grace <eos>	throw ( alice , grace ) <eos>	throw ( grace , alice ) <eos>
alice meets zelda <eos>	meet ( alice , zelda ) <eos>	meet ( zelda , alice ) <eos>
alice notices bob <eos>	notice ( alice , bob ) <eos>	notice ( alice , bob ) <eos>
alice meets lewis <eos>	meet ( alice , lewis ) <eos>	meet ( daniel , lewis ) <eos>
alice meets victor <eos>	meet ( alice , victor ) <eos>	meet ( victor , alice ) <eos>
alice likes yvette <eos>	like ( alice , yvettte ) <eos>	like ( yvettte , alice ) <eos>
alice meets samuel <eos>	meet ( alice , samuel ) <eos>	meet ( samuel , alice ) <eos>
alice likes oswald <eos>	like ( alice , oswald ) <eos>	like ( oswald , alice ) <eos>
alice meets grace <eos>	meet ( alice , grace ) <eos>	meet ( grace , alice ) <eos>
alice meets john <eos>	meet ( alice , john ) <eos>	meet ( alice , john ) <eos>
alice notices henry <eos>	notice ( alice , henry ) <eos>	notice ( henry , alice ) <eos>
alice knows daniel <eos>	know ( alice , daniel ) <eos>	know ( daniel , alice ) <eos>
alice notices samuel <eos>	notice ( alice , samuel ) <eos>	notice ( samuel , alice ) <eos>
alice meets claire <eos>	meet ( alice , claire ) <eos>	meet ( grace , claire ) <eos>
alice sees john <eos>	see ( alice , john ) <eos>	see ( alice , john ) <eos>
alice meets oswald <eos>	meet ( alice , oswald ) <eos>	meet ( oswald , alice ) <eos>
alice dislikes daniel <eos>	dislike ( alice , daniel ) <eos>	dislike ( daniel , alice ) <eos>
