source	target	prediction
xerxes likes alice <eos>	like ( xerxes , alice ) <eos>	like ( xerxes , xerxes ) <eos>
patricia knows alice <eos>	know ( patricia , alice ) <eos>	know ( patricia , patricia ) <eos>
claire throws alice <eos>	throw ( claire , alice ) <eos>	throw ( claire , claire ) <eos>
bob throws alice <eos>	throw ( bob , alice ) <eos>	throw ( bob , bob ) <eos>
quinn likes alice <eos>	like ( quinn , alice ) <eos>	like ( quinn , quinn ) <eos>
quinn sees alice <eos>	see ( quinn , alice ) <eos>	see ( quinn , isla ) <eos>
yvette notices alice <eos>	notice ( yvettte , alice ) <eos>	notice ( yvettte , yvettte ) <eos>
alice throws alice <eos>	throw ( alice , alice ) <eos>	throw ( alice , alice ) <eos>
winnifred likes alice <eos>	like ( winnifred , alice ) <eos>	like ( winnifred , winnifred ) <eos>
francis knows alice <eos>	know ( francis , alice ) <eos>	know ( francis , francis ) <eos>
grace notices alice <eos>	notice ( grace , alice ) <eos>	notice ( grace , alice ) <eos>
rachael meets alice <eos>	meet ( rachael , alice ) <eos>	meet ( rachael , rachael ) <eos>
margaret sees alice <eos>	see ( margaret , alice ) <eos>	see ( margaret , margaret ) <eos>
xerxes throws alice <eos>	throw ( xerxes , alice ) <eos>	throw ( xerxes , xerxes ) <eos>
winnifred notices alice <eos>	notice ( winnifred , alice ) <eos>	notice ( winnifred , alice ) <eos>
lewis notices alice <eos>	notice ( lewis , alice ) <eos>	notice ( lewis , alice ) <eos>
margaret knows alice <eos>	know ( margaret , alice ) <eos>	know ( margaret , margaret ) <eos>
ursula knows alice <eos>	know ( ursula , alice ) <eos>	know ( ursula , alice ) <eos>
oswald likes alice <eos>	like ( oswald , alice ) <eos>	like ( oswald , oswald ) <eos>
tracy sees alice <eos>	see ( tracy , alice ) <eos>	see ( tracy , alice ) <eos>
patricia dislikes alice <eos>	dislike ( patricia , alice ) <eos>	dislike ( patricia , patricia ) <eos>
alice knows alice <eos>	know ( alice , alice ) <eos>	know ( alice , alice ) <eos>
samuel throws alice <eos>	throw ( samuel , alice ) <eos>	throw ( samuel , samuel ) <eos>
francis sees alice <eos>	see ( francis , alice ) <eos>	see ( francis , francis ) <eos>
francis throws alice <eos>	throw ( francis , alice ) <eos>	throw ( francis , francis ) <eos>
ursula sees alice <eos>	see ( ursula , alice ) <eos>	see ( ursula , alice ) <eos>
daniel meets alice <eos>	meet ( daniel , alice ) <eos>	meet ( daniel , daniel ) <eos>
bob meets alice <eos>	meet ( bob , alice ) <eos>	meet ( bob , bob ) <eos>
margaret throws alice <eos>	throw ( margaret , alice ) <eos>	throw ( margaret , margaret ) <eos>
isla sees alice <eos>	see ( isla , alice ) <eos>	see ( isla , isla ) <eos>
grace knows alice <eos>	know ( grace , alice ) <eos>	know ( grace , alice ) <eos>
katherine throws alice <eos>	throw ( katherine , alice ) <eos>	throw ( katherine , katherine ) <eos>
zelda throws alice <eos>	throw ( zelda , alice ) <eos>	throw ( zelda , zelda ) <eos>
henry likes alice <eos>	like ( henry , alice ) <eos>	like ( henry , henry ) <eos>
victor knows alice <eos>	know ( victor , alice ) <eos>	know ( victor , victor ) <eos>
eliza throws alice <eos>	throw ( eliza , alice ) <eos>	throw ( eliza , eliza ) <eos>
grace meets alice <eos>	meet ( grace , alice ) <eos>	meet ( grace , alice ) <eos>
ursula notices alice <eos>	notice ( ursula , alice ) <eos>	notice ( ursula , alice ) <eos>
bob likes alice <eos>	like ( bob , alice ) <eos>	like ( bob , bob ) <eos>
isla throws alice <eos>	throw ( isla , alice ) <eos>	throw ( isla , isla ) <eos>
grace sees alice <eos>	see ( grace , alice ) <eos>	see ( grace , alice ) <eos>
samuel sees alice <eos>	see ( samuel , alice ) <eos>	see ( samuel , samuel ) <eos>
quinn throws alice <eos>	throw ( quinn , alice ) <eos>	throw ( quinn , quinn ) <eos>
xerxes dislikes alice <eos>	dislike ( xerxes , alice ) <eos>	dislike ( xerxes , alice ) <eos>
victor sees alice <eos>	see ( victor , alice ) <eos>	see ( victor , isla ) <eos>
winnifred sees alice <eos>	see ( winnifred , alice ) <eos>	see ( winnifred , winnifred ) <eos>
quinn knows alice <eos>	know ( quinn , alice ) <eos>	know ( quinn , quinn ) <eos>
quinn dislikes alice <eos>	dislike ( quinn , alice ) <eos>	dislike ( quinn , isla ) <eos>
yvette likes alice <eos>	like ( yvettte , alice ) <eos>	like ( yvettte , yvettte ) <eos>
samuel knows alice <eos>	know ( samuel , alice ) <eos>	know ( samuel , samuel ) <eos>
lewis meets alice <eos>	meet ( lewis , alice ) <eos>	meet ( lewis , lewis ) <eos>
rachael dislikes alice <eos>	dislike ( rachael , alice ) <eos>	dislike ( rachael , rachael ) <eos>
isla knows alice <eos>	know ( isla , alice ) <eos>	know ( isla , isla ) <eos>
francis likes alice <eos>	like ( francis , alice ) <eos>	like ( francis , francis ) <eos>
bob notices alice <eos>	notice ( bob , alice ) <eos>	notice ( bob , alice ) <eos>
lewis likes alice <eos>	like ( lewis , alice ) <eos>	like ( lewis , lewis ) <eos>
henry throws alice <eos>	throw ( henry , alice ) <eos>	throw ( henry , henry ) <eos>
henry notices alice <eos>	notice ( henry , alice ) <eos>	notice ( henry , henry ) <eos>
margaret meets alice <eos>	meet ( margaret , alice ) <eos>	meet ( margaret , margaret ) <eos>
daniel likes alice <eos>	like ( daniel , alice ) <eos>	like ( daniel , daniel ) <eos>
winnifred knows alice <eos>	know ( winnifred , alice ) <eos>	know ( winnifred , winnifred ) <eos>
tracy throws alice <eos>	throw ( tracy , alice ) <eos>	throw ( tracy , alice ) <eos>
lewis sees alice <eos>	see ( lewis , alice ) <eos>	see ( lewis , alice ) <eos>
oswald dislikes alice <eos>	dislike ( oswald , alice ) <eos>	dislike ( oswald , alice ) <eos>
john knows alice <eos>	know ( john , alice ) <eos>	know ( john , john ) <eos>
john dislikes alice <eos>	dislike ( john , alice ) <eos>	dislike ( john , john ) <eos>
xerxes sees alice <eos>	see ( xerxes , alice ) <eos>	see ( xerxes , alice ) <eos>
katherine likes alice <eos>	like ( katherine , alice ) <eos>	like ( katherine , katherine ) <eos>
john notices alice <eos>	notice ( john , alice ) <eos>	notice ( john , john ) <eos>
henry sees alice <eos>	see ( henry , alice ) <eos>	see ( henry , alice ) <eos>
john sees alice <eos>	see ( john , alice ) <eos>	see ( john , john ) <eos>
samuel dislikes alice <eos>	dislike ( samuel , alice ) <eos>	dislike ( samuel , samuel ) <eos>
eliza likes alice <eos>	like ( eliza , alice ) <eos>	like ( eliza , eliza ) <eos>
victor meets alice <eos>	meet ( victor , alice ) <eos>	meet ( victor , isla ) <eos>
eliza dislikes alice <eos>	dislike ( eliza , alice ) <eos>	dislike ( eliza , rachael ) <eos>
lewis knows alice <eos>	know ( lewis , alice ) <eos>	know ( lewis , lewis ) <eos>
zelda knows alice <eos>	know ( zelda , alice ) <eos>	know ( zelda , zelda ) <eos>
henry knows alice <eos>	know ( henry , alice ) <eos>	know ( henry , henry ) <eos>
quinn meets alice <eos>	meet ( quinn , alice ) <eos>	meet ( quinn , quinn ) <eos>
victor likes alice <eos>	like ( victor , alice ) <eos>	like ( victor , victor ) <eos>
isla meets alice <eos>	meet ( isla , alice ) <eos>	meet ( isla , isla ) <eos>
tracy dislikes alice <eos>	dislike ( tracy , alice ) <eos>	dislike ( tracy , alice ) <eos>
francis notices alice <eos>	notice ( francis , alice ) <eos>	notice ( francis , alice ) <eos>
alice dislikes alice <eos>	dislike ( alice , alice ) <eos>	dislike ( alice , alice ) <eos>
patricia sees alice <eos>	see ( patricia , alice ) <eos>	see ( patricia , patricia ) <eos>
claire notices alice <eos>	notice ( claire , alice ) <eos>	notice ( claire , alice ) <eos>
