source	target	prediction
margaret knows daniel <eos>	know ( margaret , daniel ) <eos>	know ( margaret , daniel ) <eos>
oswald notices victor <eos>	notice ( oswald , victor ) <eos>	notice ( oswald , victor ) <eos>
zelda meets katherine <eos>	meet ( zelda , katherine ) <eos>	meet ( zelda , katherine ) <eos>
rachael meets katherine <eos>	meet ( rachael , katherine ) <eos>	meet ( rachael , katherine ) <eos>
eliza throws ursula <eos>	throw ( eliza , ursula ) <eos>	throw ( eliza , ursula ) <eos>
isla dislikes yvette <eos>	dislike ( isla , yvettte ) <eos>	dislike ( isla , yvettte ) <eos>
victor notices isla <eos>	notice ( victor , isla ) <eos>	notice ( victor , isla ) <eos>
yvette sees xerxes <eos>	see ( yvettte , xerxes ) <eos>	see ( yvettte , xerxes ) <eos>
samuel throws margaret <eos>	throw ( samuel , margaret ) <eos>	throw ( samuel , margaret ) <eos>
oswald knows yvette <eos>	know ( oswald , yvettte ) <eos>	know ( oswald , yvettte ) <eos>
claire sees quinn <eos>	see ( claire , quinn ) <eos>	see ( claire , quinn ) <eos>
katherine throws eliza <eos>	throw ( katherine , eliza ) <eos>	throw ( katherine , eliza ) <eos>
henry likes tracy <eos>	like ( henry , tracy ) <eos>	like ( henry , tracy ) <eos>
rachael dislikes daniel <eos>	dislike ( rachael , daniel ) <eos>	dislike ( rachael , daniel ) <eos>
margaret sees ursula <eos>	see ( margaret , ursula ) <eos>	see ( margaret , ursula ) <eos>
lewis throws himself <eos>	throw ( lewis , lewis ) <eos>	throw ( lewis , lewis ) <eos>
katherine meets henry <eos>	meet ( katherine , henry ) <eos>	meet ( katherine , henry ) <eos>
yvette knows claire <eos>	know ( yvettte , claire ) <eos>	know ( yvettte , claire ) <eos>
eliza throws victor <eos>	throw ( eliza , victor ) <eos>	throw ( eliza , victor ) <eos>
daniel throws yvette <eos>	throw ( daniel , yvettte ) <eos>	throw ( daniel , yvettte ) <eos>
tracy dislikes ursula <eos>	dislike ( tracy , ursula ) <eos>	dislike ( tracy , ursula ) <eos>
bob throws neha <eos>	throw ( bob , neha ) <eos>	throw ( bob , neha ) <eos>
winnifred throws ursula <eos>	throw ( winnifred , ursula ) <eos>	throw ( winnifred , ursula ) <eos>
samuel dislikes neha <eos>	dislike ( samuel , neha ) <eos>	dislike ( samuel , neha ) <eos>
margaret meets winnifred <eos>	meet ( margaret , winnifred ) <eos>	meet ( margaret , winnifred ) <eos>
ursula meets henry <eos>	meet ( ursula , henry ) <eos>	meet ( ursula , henry ) <eos>
neha sees margaret <eos>	see ( neha , margaret ) <eos>	see ( neha , margaret ) <eos>
oswald sees quinn <eos>	see ( oswald , quinn ) <eos>	see ( oswald , quinn ) <eos>
neha meets yvette <eos>	meet ( neha , yvettte ) <eos>	meet ( neha , yvettte ) <eos>
bob throws samuel <eos>	throw ( bob , samuel ) <eos>	throw ( bob , samuel ) <eos>
alice sleeps <eos>	sleep ( alice ) <eos>	sleep ( alice ) <eos>
xerxes sleeps <eos>	sleep ( xerxes ) <eos>	sleep ( xerxes ) <eos>
isla sleeps <eos>	sleep ( isla ) <eos>	sleep ( isla ) <eos>
margaret eats <eos>	eat ( margaret ) <eos>	eat ( margaret ) <eos>
zelda flies <eos>	fly ( zelda ) <eos>	fly ( zelda ) <eos>
grace sees patricia <eos>	see ( grace , patricia ) <eos>	see ( grace , patricia ) <eos>
neha sees ursula <eos>	see ( neha , ursula ) <eos>	see ( neha , ursula ) <eos>
eliza sees victor <eos>	see ( eliza , victor ) <eos>	see ( eliza , victor ) <eos>
rachael meets quinn <eos>	meet ( rachael , quinn ) <eos>	meet ( rachael , quinn ) <eos>
francis throws rachael <eos>	throw ( francis , rachael ) <eos>	throw ( francis , rachael ) <eos>
xerxes dislikes lewis <eos>	dislike ( xerxes , lewis ) <eos>	dislike ( xerxes , lewis ) <eos>
lewis sees samuel <eos>	see ( lewis , samuel ) <eos>	see ( lewis , samuel ) <eos>
zelda sees john <eos>	see ( zelda , john ) <eos>	see ( zelda , john ) <eos>
lewis dislikes francis <eos>	dislike ( lewis , francis ) <eos>	dislike ( lewis , francis ) <eos>
yvette dislikes lewis <eos>	dislike ( yvettte , lewis ) <eos>	dislike ( yvettte , lewis ) <eos>
rachael sees margaret <eos>	see ( rachael , margaret ) <eos>	see ( rachael , margaret ) <eos>
samuel dislikes isla <eos>	dislike ( samuel , isla ) <eos>	dislike ( samuel , isla ) <eos>
katherine throws winnifred <eos>	throw ( katherine , winnifred ) <eos>	throw ( katherine , winnifred ) <eos>
francis likes neha <eos>	like ( francis , neha ) <eos>	like ( francis , neha ) <eos>
francis throws isla <eos>	throw ( francis , isla ) <eos>	throw ( francis , isla ) <eos>
katherine sees daniel <eos>	see ( katherine , daniel ) <eos>	see ( katherine , daniel ) <eos>
xerxes dislikes eliza <eos>	dislike ( xerxes , eliza ) <eos>	dislike ( xerxes , eliza ) <eos>
grace knows winnifred <eos>	know ( grace , winnifred ) <eos>	know ( grace , winnifred ) <eos>
oswald knows grace <eos>	know ( oswald , grace ) <eos>	know ( oswald , grace ) <eos>
rachael likes grace <eos>	like ( rachael , grace ) <eos>	like ( rachael , grace ) <eos>
patricia sees oswald <eos>	see ( patricia , oswald ) <eos>	see ( patricia , oswald ) <eos>
bob throws isla <eos>	throw ( bob , isla ) <eos>	throw ( bob , isla ) <eos>
john dislikes daniel <eos>	dislike ( john , daniel ) <eos>	dislike ( john , daniel ) <eos>
winnifred sees winnifred <eos>	see ( winnifred , winnifred ) <eos>	see ( winnifred , winnifred ) <eos>
tracy knows bob <eos>	know ( tracy , bob ) <eos>	know ( tracy , bob ) <eos>
claire dislikes lewis <eos>	dislike ( claire , lewis ) <eos>	dislike ( claire , lewis ) <eos>
henry knows daniel <eos>	know ( henry , daniel ) <eos>	know ( henry , daniel ) <eos>
isla throws tracy <eos>	throw ( isla , tracy ) <eos>	throw ( isla , tracy ) <eos>
quinn meets margaret <eos>	meet ( quinn , margaret ) <eos>	meet ( quinn , margaret ) <eos>
samuel sees zelda <eos>	see ( samuel , zelda ) <eos>	see ( samuel , zelda ) <eos>
neha throws xerxes <eos>	throw ( neha , xerxes ) <eos>	throw ( neha , xerxes ) <eos>
winnifred sees oswald <eos>	see ( winnifred , oswald ) <eos>	see ( winnifred , oswald ) <eos>
isla dislikes john <eos>	dislike ( isla , john ) <eos>	dislike ( isla , john ) <eos>
bob meets ursula <eos>	meet ( bob , ursula ) <eos>	meet ( bob , ursula ) <eos>
neha throws tracy <eos>	throw ( neha , tracy ) <eos>	throw ( neha , tracy ) <eos>
tracy sees grace <eos>	see ( tracy , grace ) <eos>	see ( tracy , grace ) <eos>
tracy dislikes rachael <eos>	dislike ( tracy , rachael ) <eos>	dislike ( tracy , rachael ) <eos>
zelda dislikes lewis <eos>	dislike ( zelda , lewis ) <eos>	dislike ( zelda , lewis ) <eos>
francis dislikes rachael <eos>	dislike ( francis , rachael ) <eos>	dislike ( francis , rachael ) <eos>
oswald knows winnifred <eos>	know ( oswald , winnifred ) <eos>	know ( oswald , winnifred ) <eos>
zelda dislikes margaret <eos>	dislike ( zelda , margaret ) <eos>	dislike ( zelda , margaret ) <eos>
margaret knows katherine <eos>	know ( margaret , katherine ) <eos>	know ( margaret , katherine ) <eos>
john dislikes isla <eos>	dislike ( john , isla ) <eos>	dislike ( john , isla ) <eos>
quinn throws eliza <eos>	throw ( quinn , eliza ) <eos>	throw ( quinn , eliza ) <eos>
katherine likes alice <eos>	like ( katherine , alice ) <eos>	like ( katherine , alice ) <eos>
eliza knows henry <eos>	know ( eliza , henry ) <eos>	know ( eliza , henry ) <eos>
isla meets patricia <eos>	meet ( isla , patricia ) <eos>	meet ( isla , patricia ) <eos>
ursula throws quinn <eos>	throw ( ursula , quinn ) <eos>	throw ( ursula , quinn ) <eos>
margaret throws samuel <eos>	throw ( margaret , samuel ) <eos>	throw ( margaret , samuel ) <eos>
bob likes lewis <eos>	like ( bob , lewis ) <eos>	like ( bob , lewis ) <eos>
katherine sees ursula <eos>	see ( katherine , ursula ) <eos>	see ( katherine , ursula ) <eos>
bob meets john <eos>	meet ( bob , john ) <eos>	meet ( bob , john ) <eos>
tracy dislikes samuel <eos>	dislike ( tracy , samuel ) <eos>	dislike ( tracy , samuel ) <eos>
alice knows isla <eos>	know ( alice , isla ) <eos>	know ( alice , isla ) <eos>
quinn meets yvette <eos>	meet ( quinn , yvettte ) <eos>	meet ( quinn , yvettte ) <eos>
zelda throws samuel <eos>	throw ( zelda , samuel ) <eos>	throw ( zelda , samuel ) <eos>
winnifred notices ursula <eos>	notice ( winnifred , ursula ) <eos>	notice ( winnifred , ursula ) <eos>
tracy knows rachael <eos>	know ( tracy , rachael ) <eos>	know ( tracy , rachael ) <eos>
tracy throws isla <eos>	throw ( tracy , isla ) <eos>	throw ( tracy , isla ) <eos>
neha dislikes winnifred <eos>	dislike ( neha , winnifred ) <eos>	dislike ( neha , winnifred ) <eos>
isla dislikes lewis <eos>	dislike ( isla , lewis ) <eos>	dislike ( isla , lewis ) <eos>
ursula meets eliza <eos>	meet ( ursula , eliza ) <eos>	meet ( ursula , eliza ) <eos>
daniel knows alice <eos>	know ( daniel , alice ) <eos>	know ( daniel , alice ) <eos>
quinn throws isla <eos>	throw ( quinn , isla ) <eos>	throw ( quinn , isla ) <eos>
zelda notices alice <eos>	notice ( zelda , alice ) <eos>	notice ( zelda , alice ) <eos>
margaret walks <eos>	walk ( margaret ) <eos>	walk ( margaret ) <eos>
patricia sings <eos>	sing ( patricia ) <eos>	sing ( patricia ) <eos>
eliza sings <eos>	sing ( eliza ) <eos>	sing ( eliza ) <eos>
neha walks <eos>	walk ( neha ) <eos>	walk ( neha ) <eos>
tracy runs <eos>	run ( tracy ) <eos>	run ( tracy ) <eos>
xerxes likes himself <eos>	like ( xerxes , xerxes ) <eos>	like ( xerxes , xerxes ) <eos>
alice throws ursula <eos>	throw ( alice , ursula ) <eos>	throw ( alice , ursula ) <eos>
bob sees eliza <eos>	see ( bob , eliza ) <eos>	see ( bob , eliza ) <eos>
quinn knows tracy <eos>	know ( quinn , tracy ) <eos>	know ( quinn , tracy ) <eos>
john throws grace <eos>	throw ( john , grace ) <eos>	throw ( john , grace ) <eos>
katherine knows henry <eos>	know ( katherine , henry ) <eos>	know ( katherine , henry ) <eos>
katherine likes yvette <eos>	like ( katherine , yvettte ) <eos>	like ( katherine , yvettte ) <eos>
neha notices quinn <eos>	notice ( neha , quinn ) <eos>	notice ( neha , quinn ) <eos>
winnifred throws zelda <eos>	throw ( winnifred , zelda ) <eos>	throw ( winnifred , zelda ) <eos>
oswald sees ursula <eos>	see ( oswald , ursula ) <eos>	see ( oswald , ursula ) <eos>
victor meets claire <eos>	meet ( victor , claire ) <eos>	meet ( victor , claire ) <eos>
claire throws tracy <eos>	throw ( claire , tracy ) <eos>	throw ( claire , tracy ) <eos>
isla knows ursula <eos>	know ( isla , ursula ) <eos>	know ( isla , ursula ) <eos>
