source	target	prediction
tracy knows alice <eos>	know ( tracy , alice ) <eos>	know ( tracy , francis ) <eos>
rachael throws alice <eos>	throw ( rachael , alice ) <eos>	throw ( rachael , rachael ) <eos>
rachael sees alice <eos>	see ( rachael , alice ) <eos>	see ( rachael , francis ) <eos>
eliza likes alice <eos>	like ( eliza , alice ) <eos>	like ( eliza , eliza ) <eos>
alice notices alice <eos>	notice ( alice , alice ) <eos>	notice ( alice , alice ) <eos>
lewis dislikes alice <eos>	dislike ( lewis , alice ) <eos>	dislike ( lewis , neha ) <eos>
tracy sees alice <eos>	see ( tracy , alice ) <eos>	see ( tracy , daniel ) <eos>
isla sees alice <eos>	see ( isla , alice ) <eos>	see ( isla , neha ) <eos>
winnifred sees alice <eos>	see ( winnifred , alice ) <eos>	see ( winnifred , eliza ) <eos>
eliza knows alice <eos>	know ( eliza , alice ) <eos>	know ( eliza , eliza ) <eos>
zelda likes alice <eos>	like ( zelda , alice ) <eos>	like ( zelda , francis ) <eos>
isla likes alice <eos>	like ( isla , alice ) <eos>	like ( isla , francis ) <eos>
bob knows alice <eos>	know ( bob , alice ) <eos>	know ( bob , bob ) <eos>
claire meets alice <eos>	meet ( claire , alice ) <eos>	meet ( claire , neha ) <eos>
john throws alice <eos>	throw ( john , alice ) <eos>	throw ( john , john ) <eos>
margaret sees alice <eos>	see ( margaret , alice ) <eos>	see ( margaret , margaret ) <eos>
alice dislikes alice <eos>	dislike ( alice , alice ) <eos>	dislike ( alice , francis ) <eos>
zelda sees alice <eos>	see ( zelda , alice ) <eos>	see ( zelda , neha ) <eos>
rachael likes alice <eos>	like ( rachael , alice ) <eos>	like ( rachael , rachael ) <eos>
daniel knows alice <eos>	know ( daniel , alice ) <eos>	know ( daniel , daniel ) <eos>
neha sees alice <eos>	see ( neha , alice ) <eos>	see ( alice , neha ) <eos>
alice likes alice <eos>	like ( alice , alice ) <eos>	like ( alice , francis ) <eos>
xerxes likes alice <eos>	like ( xerxes , alice ) <eos>	like ( xerxes , xerxes ) <eos>
victor knows alice <eos>	know ( victor , alice ) <eos>	know ( victor , victor ) <eos>
daniel dislikes alice <eos>	dislike ( daniel , alice ) <eos>	dislike ( daniel , daniel ) <eos>
yvette likes alice <eos>	like ( yvettte , alice ) <eos>	like ( yvettte , neha ) <eos>
grace dislikes alice <eos>	dislike ( grace , alice ) <eos>	dislike ( grace , neha ) <eos>
ursula meets alice <eos>	meet ( ursula , alice ) <eos>	meet ( ursula , ursula ) <eos>
claire throws alice <eos>	throw ( claire , alice ) <eos>	throw ( claire , neha ) <eos>
ursula sees alice <eos>	see ( ursula , alice ) <eos>	see ( ursula , grace ) <eos>
eliza meets alice <eos>	meet ( eliza , alice ) <eos>	meet ( eliza , eliza ) <eos>
ursula throws alice <eos>	throw ( ursula , alice ) <eos>	throw ( ursula , grace ) <eos>
margaret dislikes alice <eos>	dislike ( margaret , alice ) <eos>	dislike ( margaret , francis ) <eos>
grace throws alice <eos>	throw ( grace , alice ) <eos>	throw ( grace , grace ) <eos>
lewis sees alice <eos>	see ( lewis , alice ) <eos>	see ( lewis , neha ) <eos>
tracy notices alice <eos>	notice ( tracy , alice ) <eos>	notice ( tracy , neha ) <eos>
quinn dislikes alice <eos>	dislike ( quinn , alice ) <eos>	dislike ( quinn , katherine ) <eos>
quinn notices alice <eos>	notice ( quinn , alice ) <eos>	notice ( quinn , grace ) <eos>
margaret throws alice <eos>	throw ( margaret , alice ) <eos>	throw ( margaret , margaret ) <eos>
john sees alice <eos>	see ( john , alice ) <eos>	see ( john , john ) <eos>
lewis throws alice <eos>	throw ( lewis , alice ) <eos>	throw ( lewis , neha ) <eos>
bob likes alice <eos>	like ( bob , alice ) <eos>	like ( bob , bob ) <eos>
samuel throws alice <eos>	throw ( samuel , alice ) <eos>	throw ( samuel , neha ) <eos>
xerxes dislikes alice <eos>	dislike ( xerxes , alice ) <eos>	dislike ( xerxes , xerxes ) <eos>
