source	target	prediction
oswald notices victor <eos>	notice ( oswald , victor ) <eos>	notice ( oswald , victor ) <eos>
xerxes throws margaret <eos>	throw ( xerxes , margaret ) <eos>	throw ( xerxes , margaret ) <eos>
neha notices henry <eos>	notice ( neha , henry ) <eos>	notice ( neha , henry ) <eos>
katherine sees grace <eos>	see ( katherine , grace ) <eos>	see ( katherine , grace ) <eos>
margaret knows katherine <eos>	know ( margaret , katherine ) <eos>	know ( margaret , katherine ) <eos>
samuel notices daniel <eos>	notice ( samuel , daniel ) <eos>	notice ( samuel , daniel ) <eos>
alice likes isla <eos>	like ( alice , isla ) <eos>	like ( alice , isla ) <eos>
eliza throws ursula <eos>	throw ( eliza , ursula ) <eos>	throw ( eliza , ursula ) <eos>
grace throws oswald <eos>	throw ( grace , oswald ) <eos>	throw ( grace , oswald ) <eos>
katherine likes yvette <eos>	like ( katherine , yvettte ) <eos>	like ( katherine , yvettte ) <eos>
samuel dislikes neha <eos>	dislike ( samuel , neha ) <eos>	dislike ( samuel , neha ) <eos>
oswald meets bob <eos>	meet ( oswald , bob ) <eos>	meet ( oswald , bob ) <eos>
oswald notices winnifred <eos>	notice ( oswald , winnifred ) <eos>	notice ( oswald , winnifred ) <eos>
victor throws claire <eos>	throw ( victor , claire ) <eos>	throw ( victor , claire ) <eos>
neha meets daniel <eos>	meet ( neha , daniel ) <eos>	meet ( neha , daniel ) <eos>
alice notices zelda <eos>	notice ( alice , zelda ) <eos>	notice ( alice , zelda ) <eos>
alice meets herself <eos>	meet ( alice , alice ) <eos>	meet ( alice , alice ) <eos>
winnifred meets john <eos>	meet ( winnifred , john ) <eos>	meet ( winnifred , john ) <eos>
tracy notices victor <eos>	notice ( tracy , victor ) <eos>	notice ( tracy , victor ) <eos>
margaret sees bob <eos>	see ( margaret , bob ) <eos>	see ( margaret , bob ) <eos>
victor notices isla <eos>	notice ( victor , isla ) <eos>	notice ( victor , isla ) <eos>
samuel meets claire <eos>	meet ( samuel , claire ) <eos>	meet ( samuel , claire ) <eos>
winnifred sees tracy <eos>	see ( winnifred , tracy ) <eos>	see ( winnifred , tracy ) <eos>
quinn likes alice <eos>	like ( quinn , alice ) <eos>	like ( quinn , alice ) <eos>
claire meets katherine <eos>	meet ( claire , katherine ) <eos>	meet ( claire , katherine ) <eos>
ursula meets lewis <eos>	meet ( ursula , lewis ) <eos>	meet ( ursula , lewis ) <eos>
oswald dislikes neha <eos>	dislike ( oswald , neha ) <eos>	dislike ( oswald , neha ) <eos>
zelda dislikes lewis <eos>	dislike ( zelda , lewis ) <eos>	dislike ( zelda , lewis ) <eos>
bob likes bob <eos>	like ( bob , bob ) <eos>	like ( bob , bob ) <eos>
eliza notices john <eos>	notice ( eliza , john ) <eos>	notice ( eliza , john ) <eos>
oswald dislikes grace <eos>	dislike ( oswald , grace ) <eos>	dislike ( oswald , grace ) <eos>
claire notices ursula <eos>	notice ( claire , ursula ) <eos>	notice ( claire , ursula ) <eos>
quinn meets margaret <eos>	meet ( quinn , margaret ) <eos>	meet ( quinn , margaret ) <eos>
daniel dislikes grace <eos>	dislike ( daniel , grace ) <eos>	dislike ( daniel , grace ) <eos>
patricia knows xerxes <eos>	know ( patricia , xerxes ) <eos>	know ( patricia , xerxes ) <eos>
isla throws claire <eos>	throw ( isla , claire ) <eos>	throw ( isla , claire ) <eos>
margaret likes daniel <eos>	like ( margaret , daniel ) <eos>	like ( margaret , daniel ) <eos>
winnifred likes daniel <eos>	like ( winnifred , daniel ) <eos>	like ( winnifred , daniel ) <eos>
isla throws victor <eos>	throw ( isla , victor ) <eos>	throw ( isla , victor ) <eos>
francis sees rachael <eos>	see ( francis , rachael ) <eos>	see ( francis , rachael ) <eos>
alice likes claire <eos>	like ( alice , claire ) <eos>	like ( alice , claire ) <eos>
eliza sees victor <eos>	see ( eliza , victor ) <eos>	see ( eliza , victor ) <eos>
victor likes winnifred <eos>	like ( victor , winnifred ) <eos>	like ( victor , winnifred ) <eos>
samuel knows winnifred <eos>	know ( samuel , winnifred ) <eos>	know ( samuel , winnifred ) <eos>
francis dislikes xerxes <eos>	dislike ( francis , xerxes ) <eos>	dislike ( francis , xerxes ) <eos>
victor meets claire <eos>	meet ( victor , claire ) <eos>	meet ( victor , claire ) <eos>
eliza knows xerxes <eos>	know ( eliza , xerxes ) <eos>	know ( eliza , xerxes ) <eos>
rachael sees tracy <eos>	see ( rachael , tracy ) <eos>	see ( rachael , tracy ) <eos>
ursula meets henry <eos>	meet ( ursula , henry ) <eos>	meet ( ursula , henry ) <eos>
lewis meets victor <eos>	meet ( lewis , victor ) <eos>	meet ( lewis , victor ) <eos>
claire knows grace <eos>	know ( claire , grace ) <eos>	know ( claire , grace ) <eos>
neha sees patricia <eos>	see ( neha , patricia ) <eos>	see ( neha , patricia ) <eos>
katherine sees daniel <eos>	see ( katherine , daniel ) <eos>	see ( katherine , daniel ) <eos>
margaret likes winnifred <eos>	like ( margaret , winnifred ) <eos>	like ( margaret , winnifred ) <eos>
claire dislikes neha <eos>	dislike ( claire , neha ) <eos>	dislike ( claire , neha ) <eos>
ursula knows francis <eos>	know ( ursula , francis ) <eos>	know ( ursula , francis ) <eos>
eliza meets daniel <eos>	meet ( eliza , daniel ) <eos>	meet ( eliza , daniel ) <eos>
margaret meets yvette <eos>	meet ( margaret , yvettte ) <eos>	meet ( margaret , yvettte ) <eos>
quinn knows tracy <eos>	know ( quinn , tracy ) <eos>	know ( quinn , tracy ) <eos>
victor dislikes samuel <eos>	dislike ( victor , samuel ) <eos>	dislike ( victor , samuel ) <eos>
alice sees yvette <eos>	see ( alice , yvettte ) <eos>	see ( alice , yvettte ) <eos>
grace sees yvette <eos>	see ( grace , yvettte ) <eos>	see ( grace , yvettte ) <eos>
neha throws oswald <eos>	throw ( neha , oswald ) <eos>	throw ( neha , oswald ) <eos>
eliza knows henry <eos>	know ( eliza , henry ) <eos>	know ( eliza , henry ) <eos>
john throws samuel <eos>	throw ( john , samuel ) <eos>	throw ( john , samuel ) <eos>
zelda notices neha <eos>	notice ( zelda , neha ) <eos>	notice ( zelda , neha ) <eos>
zelda throws yvette <eos>	throw ( zelda , yvettte ) <eos>	throw ( zelda , yvettte ) <eos>
yvette knows samuel <eos>	know ( yvettte , samuel ) <eos>	know ( yvettte , samuel ) <eos>
katherine meets grace <eos>	meet ( katherine , grace ) <eos>	meet ( katherine , grace ) <eos>
winnifred knows katherine <eos>	know ( winnifred , katherine ) <eos>	know ( winnifred , katherine ) <eos>
victor dislikes himself <eos>	dislike ( victor , victor ) <eos>	dislike ( victor , victor ) <eos>
daniel meets rachael <eos>	meet ( daniel , rachael ) <eos>	meet ( daniel , rachael ) <eos>
john throws grace <eos>	throw ( john , grace ) <eos>	throw ( john , grace ) <eos>
bob dislikes yvette <eos>	dislike ( bob , yvettte ) <eos>	dislike ( bob , yvettte ) <eos>
alice knows oswald <eos>	know ( alice , oswald ) <eos>	know ( alice , oswald ) <eos>
margaret throws grace <eos>	throw ( margaret , grace ) <eos>	throw ( margaret , grace ) <eos>
isla dislikes john <eos>	dislike ( isla , john ) <eos>	dislike ( isla , john ) <eos>
oswald dislikes ursula <eos>	dislike ( oswald , ursula ) <eos>	dislike ( oswald , ursula ) <eos>
rachael likes grace <eos>	like ( rachael , grace ) <eos>	like ( rachael , grace ) <eos>
victor notices katherine <eos>	notice ( victor , katherine ) <eos>	notice ( victor , katherine ) <eos>
samuel notices winnifred <eos>	notice ( samuel , winnifred ) <eos>	notice ( samuel , winnifred ) <eos>
zelda meets victor <eos>	meet ( zelda , victor ) <eos>	meet ( zelda , victor ) <eos>
isla knows john <eos>	know ( isla , john ) <eos>	know ( isla , john ) <eos>
eliza notices francis <eos>	notice ( eliza , francis ) <eos>	notice ( eliza , francis ) <eos>
winnifred notices eliza <eos>	notice ( winnifred , eliza ) <eos>	notice ( winnifred , eliza ) <eos>
francis dislikes grace <eos>	dislike ( francis , grace ) <eos>	dislike ( francis , grace ) <eos>
francis sees patricia <eos>	see ( francis , patricia ) <eos>	see ( francis , patricia ) <eos>
yvette sees oswald <eos>	see ( yvettte , oswald ) <eos>	see ( yvettte , oswald ) <eos>
grace notices victor <eos>	notice ( grace , victor ) <eos>	notice ( grace , victor ) <eos>
lewis throws eliza <eos>	throw ( lewis , eliza ) <eos>	throw ( lewis , eliza ) <eos>
zelda meets katherine <eos>	meet ( zelda , katherine ) <eos>	meet ( zelda , katherine ) <eos>
neha throws tracy <eos>	throw ( neha , tracy ) <eos>	throw ( neha , tracy ) <eos>
grace sees isla <eos>	see ( grace , isla ) <eos>	see ( grace , isla ) <eos>
daniel likes samuel <eos>	like ( daniel , samuel ) <eos>	like ( daniel , samuel ) <eos>
henry throws zelda <eos>	throw ( henry , zelda ) <eos>	throw ( henry , zelda ) <eos>
alice notices tracy <eos>	notice ( alice , tracy ) <eos>	notice ( alice , tracy ) <eos>
winnifred notices victor <eos>	notice ( winnifred , victor ) <eos>	notice ( winnifred , victor ) <eos>
victor sees john <eos>	see ( victor , john ) <eos>	see ( victor , john ) <eos>
samuel notices eliza <eos>	notice ( samuel , eliza ) <eos>	notice ( samuel , eliza ) <eos>
john dislikes daniel <eos>	dislike ( john , daniel ) <eos>	dislike ( john , daniel ) <eos>
victor dislikes ursula <eos>	dislike ( victor , ursula ) <eos>	dislike ( victor , ursula ) <eos>
yvette notices rachael <eos>	notice ( yvettte , rachael ) <eos>	notice ( yvettte , rachael ) <eos>
oswald likes tracy <eos>	like ( oswald , tracy ) <eos>	like ( oswald , tracy ) <eos>
francis throws isla <eos>	throw ( francis , isla ) <eos>	throw ( francis , isla ) <eos>
alice knows herself <eos>	know ( alice , alice ) <eos>	know ( alice , alice ) <eos>
