source	target	prediction
alice dislikes daniel <eos>	dislike ( alice , daniel ) <eos>	dislike ( daniel , alice ) <eos>
alice meets henry <eos>	meet ( alice , henry ) <eos>	meet ( henry , alice ) <eos>
alice dislikes eliza <eos>	dislike ( alice , eliza ) <eos>	dislike ( eliza , alice ) <eos>
alice sees quinn <eos>	see ( alice , quinn ) <eos>	see ( francis ) <eos>
alice dislikes alice <eos>	dislike ( alice , alice ) <eos>	dislike ( alice , alice ) <eos>
alice sees rachael <eos>	see ( alice , rachael ) <eos>	see ( rachael , alice ) <eos>
alice likes herself <eos>	like ( alice , alice ) <eos>	like ( eliza , alice ) <eos>
alice knows winnifred <eos>	know ( alice , winnifred ) <eos>	know ( winnifred , alice ) <eos>
alice sees francis <eos>	see ( alice , francis ) <eos>	see ( francis , alice ) <eos>
alice meets ursula <eos>	meet ( alice , ursula ) <eos>	meet ( winnifred , alice ) <eos>
alice knows oswald <eos>	know ( alice , oswald ) <eos>	know ( oswald , alice ) <eos>
alice meets francis <eos>	meet ( alice , francis ) <eos>	meet ( francis , alice ) <eos>
alice throws grace <eos>	throw ( alice , grace ) <eos>	throw ( grace , alice ) <eos>
alice throws bob <eos>	throw ( alice , bob ) <eos>	throw ( bob , alice ) <eos>
alice notices zelda <eos>	notice ( alice , zelda ) <eos>	notice ( winnifred , alice ) <eos>
alice knows henry <eos>	know ( alice , henry ) <eos>	know ( henry , alice ) <eos>
alice knows quinn <eos>	know ( alice , quinn ) <eos>	know ( francis ) <eos>
alice dislikes quinn <eos>	dislike ( alice , quinn ) <eos>	dislike ( rachael ) <eos>
alice likes quinn <eos>	like ( alice , quinn ) <eos>	like ( quinn , alice ) <eos>
alice knows francis <eos>	know ( alice , francis ) <eos>	know ( francis , alice ) <eos>
alice throws john <eos>	throw ( alice , john ) <eos>	throw ( winnifred , alice ) <eos>
alice throws ursula <eos>	throw ( alice , ursula ) <eos>	throw ( ursula , alice ) <eos>
alice knows lewis <eos>	know ( alice , lewis ) <eos>	know ( lewis , alice ) <eos>
alice meets claire <eos>	meet ( alice , claire ) <eos>	meet ( francis , alice ) <eos>
alice knows yvette <eos>	know ( alice , yvettte ) <eos>	know ( yvettte , alice ) <eos>
alice throws katherine <eos>	throw ( alice , katherine ) <eos>	throw ( katherine , alice ) <eos>
alice throws daniel <eos>	throw ( alice , daniel ) <eos>	throw ( daniel , alice ) <eos>
alice likes tracy <eos>	like ( alice , tracy ) <eos>	like ( eliza , tracy ) <eos>
alice dislikes claire <eos>	dislike ( alice , claire ) <eos>	dislike ( patricia , alice ) <eos>
alice sees john <eos>	see ( alice , john ) <eos>	see ( winnifred , alice ) <eos>
alice likes claire <eos>	like ( alice , claire ) <eos>	like ( patricia , alice ) <eos>
alice dislikes margaret <eos>	dislike ( alice , margaret ) <eos>	dislike ( margaret , alice ) <eos>
alice knows alice <eos>	know ( alice , alice ) <eos>	know ( alice ) <eos>
alice dislikes patricia <eos>	dislike ( alice , patricia ) <eos>	dislike ( patricia , alice ) <eos>
alice sees patricia <eos>	see ( alice , patricia ) <eos>	see ( patricia , alice ) <eos>
alice meets samuel <eos>	meet ( alice , samuel ) <eos>	meet ( winnifred , alice ) <eos>
alice sees tracy <eos>	see ( alice , tracy ) <eos>	see ( winnifred , alice ) <eos>
alice throws rachael <eos>	throw ( alice , rachael ) <eos>	throw ( rachael , alice ) <eos>
alice notices quinn <eos>	notice ( alice , quinn ) <eos>	notice ( francis , alice ) <eos>
alice throws oswald <eos>	throw ( alice , oswald ) <eos>	throw ( oswald , alice ) <eos>
alice throws patricia <eos>	throw ( alice , patricia ) <eos>	throw ( patricia , alice ) <eos>
alice notices grace <eos>	notice ( alice , grace ) <eos>	notice ( grace , alice ) <eos>
alice likes daniel <eos>	like ( alice , daniel ) <eos>	like ( daniel , alice ) <eos>
alice knows isla <eos>	know ( alice , isla ) <eos>	know ( winnifred , alice ) <eos>
alice likes margaret <eos>	like ( alice , margaret ) <eos>	like ( margaret , alice ) <eos>
alice throws herself <eos>	throw ( alice , alice ) <eos>	throw ( winnifred , alice ) <eos>
alice throws margaret <eos>	throw ( alice , margaret ) <eos>	throw ( margaret , alice ) <eos>
alice meets quinn <eos>	meet ( alice , quinn ) <eos>	meet ( francis , alice ) <eos>
alice likes xerxes <eos>	like ( alice , xerxes ) <eos>	like ( winnifred , xerxes ) <eos>
alice dislikes john <eos>	dislike ( alice , john ) <eos>	dislike ( winnifred , alice ) <eos>
alice throws samuel <eos>	throw ( alice , samuel ) <eos>	throw ( winnifred , alice ) <eos>
alice likes lewis <eos>	like ( alice , lewis ) <eos>	like ( lewis , lewis ) <eos>
alice dislikes ursula <eos>	dislike ( alice , ursula ) <eos>	dislike ( ursula ) <eos>
alice notices oswald <eos>	notice ( alice , oswald ) <eos>	notice ( oswald , alice ) <eos>
alice sees zelda <eos>	see ( alice , zelda ) <eos>	see ( winnifred , alice ) <eos>
alice meets herself <eos>	meet ( alice , alice ) <eos>	meet ( winnifred , alice ) <eos>
alice likes yvette <eos>	like ( alice , yvettte ) <eos>	like ( yvettte , yvettte ) <eos>
alice knows bob <eos>	know ( alice , bob ) <eos>	know ( bob , alice ) <eos>
alice notices isla <eos>	notice ( alice , isla ) <eos>	notice ( isla , alice ) <eos>
alice meets grace <eos>	meet ( alice , grace ) <eos>	meet ( grace , alice ) <eos>
alice knows daniel <eos>	know ( alice , daniel ) <eos>	know ( francis , alice ) <eos>
alice dislikes katherine <eos>	dislike ( alice , katherine ) <eos>	dislike ( katherine , alice ) <eos>
alice knows tracy <eos>	know ( alice , tracy ) <eos>	know ( winnifred , alice ) <eos>
alice sees claire <eos>	see ( alice , claire ) <eos>	see ( francis , alice ) <eos>
alice sees lewis <eos>	see ( alice , lewis ) <eos>	see ( lewis , alice ) <eos>
alice meets bob <eos>	meet ( alice , bob ) <eos>	meet ( bob , alice ) <eos>
alice notices neha <eos>	notice ( alice , neha ) <eos>	notice ( winnifred , alice ) <eos>
alice knows katherine <eos>	know ( alice , katherine ) <eos>	know ( katherine , alice ) <eos>
alice throws francis <eos>	throw ( alice , francis ) <eos>	throw ( francis , alice ) <eos>
alice meets eliza <eos>	meet ( alice , eliza ) <eos>	meet ( eliza , alice ) <eos>
