source	target	prediction
alice knows lewis <eos>	know ( alice , lewis ) <eos>	know ( john , lewis ) <eos>
alice dislikes francis <eos>	dislike ( alice , francis ) <eos>	dislike ( francis , francis ) <eos>
alice sees winnifred <eos>	see ( alice , winnifred ) <eos>	see ( winnifred , winnifred ) <eos>
alice throws tracy <eos>	throw ( alice , tracy ) <eos>	throw ( daniel , tracy ) <eos>
alice sees john <eos>	see ( alice , john ) <eos>	see ( john , john ) <eos>
alice meets zelda <eos>	meet ( alice , zelda ) <eos>	meet ( zelda , zelda ) <eos>
alice throws patricia <eos>	throw ( alice , patricia ) <eos>	throw ( john , patricia ) <eos>
alice likes patricia <eos>	like ( alice , patricia ) <eos>	like ( patricia , patricia ) <eos>
alice knows alice <eos>	know ( alice , alice ) <eos>	know ( alice , alice ) <eos>
alice notices oswald <eos>	notice ( alice , oswald ) <eos>	notice ( oswald , oswald ) <eos>
alice throws john <eos>	throw ( alice , john ) <eos>	throw ( john , john ) <eos>
alice notices francis <eos>	notice ( alice , francis ) <eos>	notice ( francis , francis ) <eos>
alice likes lewis <eos>	like ( alice , lewis ) <eos>	like ( john , lewis ) <eos>
alice notices isla <eos>	notice ( alice , isla ) <eos>	notice ( john , isla ) <eos>
alice dislikes zelda <eos>	dislike ( alice , zelda ) <eos>	dislike ( zelda , zelda ) <eos>
alice sees victor <eos>	see ( alice , victor ) <eos>	see ( victor , victor ) <eos>
alice likes john <eos>	like ( alice , john ) <eos>	like ( john , john ) <eos>
alice notices patricia <eos>	notice ( alice , patricia ) <eos>	notice ( patricia , patricia ) <eos>
alice meets neha <eos>	meet ( alice , neha ) <eos>	meet ( neha , neha ) <eos>
alice sees bob <eos>	see ( alice , bob ) <eos>	see ( bob , bob ) <eos>
alice knows patricia <eos>	know ( alice , patricia ) <eos>	know ( grace , alice ) <eos>
alice likes katherine <eos>	like ( alice , katherine ) <eos>	like ( john , katherine ) <eos>
alice sees alice <eos>	see ( alice , alice ) <eos>	see ( alice , alice ) <eos>
alice dislikes claire <eos>	dislike ( alice , claire ) <eos>	dislike ( claire , claire ) <eos>
alice dislikes john <eos>	dislike ( alice , john ) <eos>	dislike ( john , john ) <eos>
alice likes quinn <eos>	like ( alice , quinn ) <eos>	like ( victor , quinn ) <eos>
alice sees francis <eos>	see ( alice , francis ) <eos>	see ( francis , francis ) <eos>
alice likes eliza <eos>	like ( alice , eliza ) <eos>	like ( john , eliza ) <eos>
alice knows margaret <eos>	know ( alice , margaret ) <eos>	know ( alice ) <eos>
alice sees neha <eos>	see ( alice , neha ) <eos>	see ( neha , neha ) <eos>
alice sees zelda <eos>	see ( alice , zelda ) <eos>	see ( zelda , zelda ) <eos>
alice likes neha <eos>	like ( alice , neha ) <eos>	like ( neha , neha ) <eos>
alice throws herself <eos>	throw ( alice , alice ) <eos>	throw ( john , alice ) <eos>
alice meets oswald <eos>	meet ( alice , oswald ) <eos>	meet ( alice , alice ) <eos>
alice sees xerxes <eos>	see ( alice , xerxes ) <eos>	see ( john , xerxes ) <eos>
alice dislikes rachael <eos>	dislike ( alice , rachael ) <eos>	dislike ( daniel , rachael ) <eos>
alice sees rachael <eos>	see ( alice , rachael ) <eos>	see ( john , rachael ) <eos>
alice dislikes grace <eos>	dislike ( alice , grace ) <eos>	dislike ( grace , grace ) <eos>
alice likes samuel <eos>	like ( alice , samuel ) <eos>	like ( samuel , samuel ) <eos>
alice meets yvette <eos>	meet ( alice , yvettte ) <eos>	meet ( daniel , alice ) <eos>
alice notices zelda <eos>	notice ( alice , zelda ) <eos>	notice ( daniel , zelda ) <eos>
alice dislikes winnifred <eos>	dislike ( alice , winnifred ) <eos>	dislike ( winnifred , winnifred ) <eos>
alice dislikes alice <eos>	dislike ( alice , alice ) <eos>	dislike ( john , alice ) <eos>
alice dislikes neha <eos>	dislike ( alice , neha ) <eos>	dislike ( neha , neha ) <eos>
alice throws yvette <eos>	throw ( alice , yvettte ) <eos>	throw ( daniel , alice ) <eos>
alice knows quinn <eos>	know ( alice , quinn ) <eos>	know ( alice , alice ) <eos>
alice notices ursula <eos>	notice ( alice , ursula ) <eos>	notice ( ursula , ursula ) <eos>
alice throws eliza <eos>	throw ( alice , eliza ) <eos>	throw ( margaret , alice ) <eos>
alice meets xerxes <eos>	meet ( alice , xerxes ) <eos>	meet ( john , xerxes ) <eos>
alice throws katherine <eos>	throw ( alice , katherine ) <eos>	throw ( john , katherine ) <eos>
alice sees herself <eos>	see ( alice , alice ) <eos>	see ( daniel , isla ) <eos>
alice dislikes isla <eos>	dislike ( alice , isla ) <eos>	dislike ( john , isla ) <eos>
alice likes ursula <eos>	like ( alice , ursula ) <eos>	like ( ursula , ursula ) <eos>
alice dislikes lewis <eos>	dislike ( alice , lewis ) <eos>	dislike ( john , lewis ) <eos>
alice dislikes katherine <eos>	dislike ( alice , katherine ) <eos>	dislike ( john , katherine ) <eos>
alice meets ursula <eos>	meet ( alice , ursula ) <eos>	meet ( ursula , ursula ) <eos>
alice throws quinn <eos>	throw ( alice , quinn ) <eos>	throw ( victor , quinn ) <eos>
alice dislikes patricia <eos>	dislike ( alice , patricia ) <eos>	dislike ( patricia , patricia ) <eos>
alice notices neha <eos>	notice ( alice , neha ) <eos>	notice ( neha , neha ) <eos>
alice knows francis <eos>	know ( alice , francis ) <eos>	know ( grace , francis ) <eos>
alice notices rachael <eos>	notice ( alice , rachael ) <eos>	notice ( daniel , rachael ) <eos>
alice knows victor <eos>	know ( alice , victor ) <eos>	know ( daniel , victor ) <eos>
alice notices herself <eos>	notice ( alice , alice ) <eos>	notice ( daniel , yvettte ) <eos>
alice knows samuel <eos>	know ( alice , samuel ) <eos>	know ( alice , alice ) <eos>
alice notices lewis <eos>	notice ( alice , lewis ) <eos>	notice ( daniel , lewis ) <eos>
alice dislikes samuel <eos>	dislike ( alice , samuel ) <eos>	dislike ( samuel , samuel ) <eos>
alice throws daniel <eos>	throw ( alice , daniel ) <eos>	throw ( alice , daniel ) <eos>
alice notices margaret <eos>	notice ( alice , margaret ) <eos>	notice ( alice , alice ) <eos>
alice dislikes daniel <eos>	dislike ( alice , daniel ) <eos>	dislike ( daniel , daniel ) <eos>
alice notices katherine <eos>	notice ( alice , katherine ) <eos>	notice ( john , katherine ) <eos>
alice likes winnifred <eos>	like ( alice , winnifred ) <eos>	like ( winnifred , winnifred ) <eos>
alice meets tracy <eos>	meet ( alice , tracy ) <eos>	meet ( daniel , tracy ) <eos>
alice flies <eos>	fly ( alice ) <eos>	fly ( alice ) <eos>
alice walks <eos>	walk ( alice ) <eos>	walk ( alice ) <eos>
alice slumbers <eos>	slumber ( alice ) <eos>	slumber ( daniel ) <eos>
alice runs <eos>	run ( alice ) <eos>	run ( alice ) <eos>
alice dances <eos>	dance ( alice ) <eos>	dance ( alice ) <eos>
