source	target	prediction
quinn likes alice <eos>	like ( quinn , alice ) <eos>	like ( quinn , oswald ) <eos>
oswald knows alice <eos>	know ( oswald , alice ) <eos>	know ( oswald , oswald ) <eos>
yvette sees alice <eos>	see ( yvettte , alice ) <eos>	see ( yvettte , oswald ) <eos>
quinn throws alice <eos>	throw ( quinn , alice ) <eos>	throw ( quinn , oswald ) <eos>
grace sees alice <eos>	see ( grace , alice ) <eos>	see ( grace , bob ) <eos>
lewis dislikes alice <eos>	dislike ( lewis , alice ) <eos>	dislike ( lewis , bob ) <eos>
isla throws alice <eos>	throw ( isla , alice ) <eos>	throw ( isla , oswald ) <eos>
patricia knows alice <eos>	know ( patricia , alice ) <eos>	know ( patricia , victor ) <eos>
winnifred throws alice <eos>	throw ( winnifred , alice ) <eos>	throw ( winnifred , bob ) <eos>
eliza likes alice <eos>	like ( eliza , alice ) <eos>	like ( eliza , oswald ) <eos>
lewis throws alice <eos>	throw ( lewis , alice ) <eos>	throw ( lewis , bob ) <eos>
john notices alice <eos>	notice ( john , alice ) <eos>	notice ( samuel , oswald ) <eos>
zelda notices alice <eos>	notice ( zelda , alice ) <eos>	notice ( zelda , oswald ) <eos>
isla dislikes alice <eos>	dislike ( isla , alice ) <eos>	dislike ( isla , oswald ) <eos>
winnifred knows alice <eos>	know ( winnifred , alice ) <eos>	know ( winnifred , claire ) <eos>
winnifred sees alice <eos>	see ( winnifred , alice ) <eos>	see ( winnifred , oswald ) <eos>
tracy knows alice <eos>	know ( tracy , alice ) <eos>	know ( tracy , oswald ) <eos>
henry meets alice <eos>	meet ( henry , alice ) <eos>	meet ( henry , victor ) <eos>
samuel likes alice <eos>	like ( samuel , alice ) <eos>	like ( samuel , oswald ) <eos>
margaret dislikes alice <eos>	dislike ( margaret , alice ) <eos>	dislike ( margaret , oswald ) <eos>
ursula notices alice <eos>	notice ( ursula , alice ) <eos>	notice ( ursula , oswald ) <eos>
katherine throws alice <eos>	throw ( katherine , alice ) <eos>	throw ( katherine , bob ) <eos>
margaret likes alice <eos>	like ( margaret , alice ) <eos>	like ( margaret , oswald ) <eos>
daniel meets alice <eos>	meet ( daniel , alice ) <eos>	meet ( daniel , oswald ) <eos>
margaret knows alice <eos>	know ( margaret , alice ) <eos>	know ( margaret , oswald ) <eos>
rachael sees alice <eos>	see ( rachael , alice ) <eos>	see ( rachael , oswald ) <eos>
