source	target	prediction
yvette likes alice <eos>	like ( yvettte , alice ) <eos>	like ( yvettte , bob ) <eos>
xerxes meets alice <eos>	meet ( xerxes , alice ) <eos>	meet ( xerxes , bob ) <eos>
yvette throws alice <eos>	throw ( yvettte , alice ) <eos>	throw ( zelda , ursula ) <eos>
samuel knows alice <eos>	know ( samuel , alice ) <eos>	know ( samuel , bob ) <eos>
oswald dislikes alice <eos>	dislike ( oswald , alice ) <eos>	dislike ( oswald , bob ) <eos>
neha likes alice <eos>	like ( neha , alice ) <eos>	like ( patricia , rachael ) <eos>
isla sees alice <eos>	see ( isla , alice ) <eos>	see ( isla , bob ) <eos>
henry knows alice <eos>	know ( henry , alice ) <eos>	know ( henry , bob ) <eos>
ursula knows alice <eos>	know ( ursula , alice ) <eos>	know ( francis , bob ) <eos>
john notices alice <eos>	notice ( john , alice ) <eos>	notice ( grace , bob ) <eos>
winnifred dislikes alice <eos>	dislike ( winnifred , alice ) <eos>	dislike ( winnifred , bob ) <eos>
yvette knows alice <eos>	know ( yvettte , alice ) <eos>	know ( yvettte , bob ) <eos>
alice notices alice <eos>	notice ( alice , alice ) <eos>	notice ( alice , rachael ) <eos>
margaret dislikes alice <eos>	dislike ( margaret , alice ) <eos>	dislike ( daniel , bob ) <eos>
xerxes sees alice <eos>	see ( xerxes , alice ) <eos>	see ( xerxes , bob ) <eos>
isla dislikes alice <eos>	dislike ( isla , alice ) <eos>	dislike ( isla , bob ) <eos>
victor likes alice <eos>	like ( victor , alice ) <eos>	like ( victor , bob ) <eos>
francis sees alice <eos>	see ( francis , alice ) <eos>	see ( grace , rachael ) <eos>
bob dislikes alice <eos>	dislike ( bob , alice ) <eos>	dislike ( bob , bob ) <eos>
rachael dislikes alice <eos>	dislike ( rachael , alice ) <eos>	dislike ( alice , bob ) <eos>
ursula dislikes alice <eos>	dislike ( ursula , alice ) <eos>	dislike ( oswald , rachael ) <eos>
lewis throws alice <eos>	throw ( lewis , alice ) <eos>	throw ( lewis , bob ) <eos>
katherine notices alice <eos>	notice ( katherine , alice ) <eos>	notice ( katherine , rachael ) <eos>
tracy throws alice <eos>	throw ( tracy , alice ) <eos>	throw ( neha , bob ) <eos>
francis throws alice <eos>	throw ( francis , alice ) <eos>	throw ( henry , bob ) <eos>
oswald meets alice <eos>	meet ( oswald , alice ) <eos>	meet ( zelda , bob ) <eos>
patricia knows alice <eos>	know ( patricia , alice ) <eos>	know ( patricia , bob ) <eos>
quinn knows alice <eos>	know ( quinn , alice ) <eos>	know ( quinn , bob ) <eos>
patricia sees alice <eos>	see ( patricia , alice ) <eos>	see ( patricia , bob ) <eos>
victor meets alice <eos>	meet ( victor , alice ) <eos>	meet ( victor , bob ) <eos>
francis notices alice <eos>	notice ( francis , alice ) <eos>	notice ( grace , rachael ) <eos>
victor throws alice <eos>	throw ( victor , alice ) <eos>	throw ( victor , bob ) <eos>
patricia throws alice <eos>	throw ( patricia , alice ) <eos>	throw ( patricia , eliza ) <eos>
quinn sees alice <eos>	see ( quinn , alice ) <eos>	see ( quinn , bob ) <eos>
claire throws alice <eos>	throw ( claire , alice ) <eos>	throw ( claire , bob ) <eos>
francis meets alice <eos>	meet ( francis , alice ) <eos>	meet ( francis , rachael ) <eos>
margaret likes alice <eos>	like ( margaret , alice ) <eos>	like ( margaret , bob ) <eos>
victor knows alice <eos>	know ( victor , alice ) <eos>	know ( victor , bob ) <eos>
isla knows alice <eos>	know ( isla , alice ) <eos>	know ( isla , bob ) <eos>
claire sees alice <eos>	see ( claire , alice ) <eos>	see ( claire , bob ) <eos>
katherine likes alice <eos>	like ( katherine , alice ) <eos>	like ( katherine , rachael ) <eos>
xerxes dislikes alice <eos>	dislike ( xerxes , alice ) <eos>	dislike ( xerxes , bob ) <eos>
john throws alice <eos>	throw ( john , alice ) <eos>	throw ( grace , bob ) <eos>
yvette sees alice <eos>	see ( yvettte , alice ) <eos>	see ( zelda , rachael ) <eos>
grace dislikes alice <eos>	dislike ( grace , alice ) <eos>	dislike ( grace , bob ) <eos>
tracy knows alice <eos>	know ( tracy , alice ) <eos>	know ( tracy , bob ) <eos>
eliza throws alice <eos>	throw ( eliza , alice ) <eos>	throw ( winnifred , bob ) <eos>
eliza sees alice <eos>	see ( eliza , alice ) <eos>	see ( eliza , bob ) <eos>
victor notices alice <eos>	notice ( victor , alice ) <eos>	notice ( victor , rachael ) <eos>
francis dislikes alice <eos>	dislike ( francis , alice ) <eos>	dislike ( grace , rachael ) <eos>
winnifred likes alice <eos>	like ( winnifred , alice ) <eos>	like ( winnifred , bob ) <eos>
alice throws alice <eos>	throw ( alice , alice ) <eos>	throw ( alice , bob ) <eos>
winnifred notices alice <eos>	notice ( winnifred , alice ) <eos>	notice ( winnifred , rachael ) <eos>
daniel likes alice <eos>	like ( daniel , alice ) <eos>	like ( daniel , bob ) <eos>
john likes alice <eos>	like ( john , alice ) <eos>	like ( grace , bob ) <eos>
daniel dislikes alice <eos>	dislike ( daniel , alice ) <eos>	dislike ( daniel , bob ) <eos>
grace knows alice <eos>	know ( grace , alice ) <eos>	know ( grace , bob ) <eos>
