source	target	prediction
patricia dislikes alice <eos>	dislike ( patricia , alice ) <eos>	dislike ( alice , patricia ) <eos>
henry knows alice <eos>	know ( henry , alice ) <eos>	know ( henry , henry ) <eos>
daniel notices alice <eos>	notice ( daniel , alice ) <eos>	notice ( alice , daniel ) <eos>
samuel meets alice <eos>	meet ( samuel , alice ) <eos>	meet ( samuel , samuel ) <eos>
xerxes knows alice <eos>	know ( xerxes , alice ) <eos>	know ( xerxes , xerxes ) <eos>
alice meets alice <eos>	meet ( alice , alice ) <eos>	meet ( alice , alice ) <eos>
quinn likes alice <eos>	like ( quinn , alice ) <eos>	like ( alice , quinn ) <eos>
neha notices alice <eos>	notice ( neha , alice ) <eos>	notice ( neha , victor , ) <eos>
henry throws alice <eos>	throw ( henry , alice ) <eos>	throw ( henry , henry ) <eos>
francis throws alice <eos>	throw ( francis , alice ) <eos>	throw ( francis , francis ) <eos>
victor sees alice <eos>	see ( victor , alice ) <eos>	see ( victor , victor ) <eos>
isla throws alice <eos>	throw ( isla , alice ) <eos>	throw ( isla , isla ) <eos>
patricia notices alice <eos>	notice ( patricia , alice ) <eos>	notice ( alice , patricia ) <eos>
alice throws alice <eos>	throw ( alice , alice ) <eos>	throw ( alice , alice ) <eos>
grace notices alice <eos>	notice ( grace , alice ) <eos>	notice ( grace , grace ) <eos>
patricia throws alice <eos>	throw ( patricia , alice ) <eos>	throw ( patricia , patricia ) <eos>
samuel notices alice <eos>	notice ( samuel , alice ) <eos>	notice ( alice , samuel ) <eos>
katherine meets alice <eos>	meet ( katherine , alice ) <eos>	meet ( alice , katherine ) <eos>
patricia knows alice <eos>	know ( patricia , alice ) <eos>	know ( alice , patricia ) <eos>
isla dislikes alice <eos>	dislike ( isla , alice ) <eos>	dislike ( isla , isla ) <eos>
winnifred knows alice <eos>	know ( winnifred , alice ) <eos>	know ( winnifred , winnifred ) <eos>
quinn knows alice <eos>	know ( quinn , alice ) <eos>	know ( alice , quinn ) <eos>
victor meets alice <eos>	meet ( victor , alice ) <eos>	meet ( victor , victor ) <eos>
katherine knows alice <eos>	know ( katherine , alice ) <eos>	know ( alice , katherine ) <eos>
winnifred throws alice <eos>	throw ( winnifred , alice ) <eos>	throw ( winnifred , winnifred ) <eos>
john knows alice <eos>	know ( john , alice ) <eos>	know ( john , john ) <eos>
henry meets alice <eos>	meet ( henry , alice ) <eos>	meet ( henry , henry ) <eos>
lewis throws alice <eos>	throw ( lewis , alice ) <eos>	throw ( lewis , , lewis ) <eos>
rachael dislikes alice <eos>	dislike ( rachael , alice ) <eos>	dislike ( rachael , rachael ) <eos>
isla knows alice <eos>	know ( isla , alice ) <eos>	know ( isla , isla ) <eos>
ursula meets alice <eos>	meet ( ursula , alice ) <eos>	meet ( alice , ursula ) <eos>
samuel dislikes alice <eos>	dislike ( samuel , alice ) <eos>	dislike ( alice , samuel ) <eos>
katherine throws alice <eos>	throw ( katherine , alice ) <eos>	throw ( katherine , katherine ) <eos>
yvette sees alice <eos>	see ( yvettte , alice ) <eos>	see ( yvettte , yvettte ) <eos>
grace meets alice <eos>	meet ( grace , alice ) <eos>	meet ( grace , grace ) <eos>
lewis sees alice <eos>	see ( lewis , alice ) <eos>	see ( alice , lewis ) <eos>
claire notices alice <eos>	notice ( claire , alice ) <eos>	notice ( alice , claire ) <eos>
ursula notices alice <eos>	notice ( ursula , alice ) <eos>	notice ( alice , ursula ) <eos>
zelda notices alice <eos>	notice ( zelda , alice ) <eos>	notice ( zelda , zelda ) <eos>
xerxes sees alice <eos>	see ( xerxes , alice ) <eos>	see ( alice , xerxes ) <eos>
isla likes alice <eos>	like ( isla , alice ) <eos>	like ( alice , isla ) <eos>
neha throws alice <eos>	throw ( neha , alice ) <eos>	throw ( neha , victor ) <eos>
neha likes alice <eos>	like ( neha , alice ) <eos>	like ( neha , victor , ) <eos>
victor notices alice <eos>	notice ( victor , alice ) <eos>	notice ( victor , victor ) <eos>
eliza sees alice <eos>	see ( eliza , alice ) <eos>	see ( eliza , eliza ) <eos>
zelda meets alice <eos>	meet ( zelda , alice ) <eos>	meet ( zelda , zelda ) <eos>
katherine sees alice <eos>	see ( katherine , alice ) <eos>	see ( katherine , katherine ) <eos>
