source	target	prediction
lewis sees alice <eos>	see ( lewis , alice ) <eos>	see ( alice , lewis ) <eos>
zelda knows alice <eos>	know ( zelda , alice ) <eos>	know ( zelda , alice ) <eos>
isla knows alice <eos>	know ( isla , alice ) <eos>	know ( alice , isla ) <eos>
xerxes knows alice <eos>	know ( xerxes , alice ) <eos>	know ( alice , xerxes ) <eos>
daniel likes alice <eos>	like ( daniel , alice ) <eos>	like ( alice , daniel ) <eos>
winnifred throws alice <eos>	throw ( winnifred , alice ) <eos>	throw ( alice , winnifred ) <eos>
lewis dislikes alice <eos>	dislike ( lewis , alice ) <eos>	dislike ( alice , lewis ) <eos>
xerxes throws alice <eos>	throw ( xerxes , alice ) <eos>	throw ( alice , xerxes ) <eos>
bob throws alice <eos>	throw ( bob , alice ) <eos>	throw ( alice , bob ) <eos>
yvette likes alice <eos>	like ( yvettte , alice ) <eos>	like ( yvettte , yvettte ) <eos>
ursula throws alice <eos>	throw ( ursula , alice ) <eos>	throw ( alice , ursula ) <eos>
john knows alice <eos>	know ( john , alice ) <eos>	know ( john , john ) <eos>
isla meets alice <eos>	meet ( isla , alice ) <eos>	meet ( alice , isla ) <eos>
daniel sees alice <eos>	see ( daniel , alice ) <eos>	see ( alice , alice ) <eos>
francis throws alice <eos>	throw ( francis , alice ) <eos>	throw ( alice , francis ) <eos>
rachael notices alice <eos>	notice ( rachael , alice ) <eos>	notice ( rachael , alice ) <eos>
rachael throws alice <eos>	throw ( rachael , alice ) <eos>	throw ( alice , alice ) <eos>
alice sees alice <eos>	see ( alice , alice ) <eos>	see ( alice , alice ) <eos>
henry likes alice <eos>	like ( henry , alice ) <eos>	like ( henry , alice ) <eos>
grace likes alice <eos>	like ( grace , alice ) <eos>	like ( grace , grace ) <eos>
margaret sees alice <eos>	see ( margaret , alice ) <eos>	see ( alice , margaret ) <eos>
winnifred likes alice <eos>	like ( winnifred , alice ) <eos>	like ( winnifred , alice ) <eos>
eliza dislikes alice <eos>	dislike ( eliza , alice ) <eos>	dislike ( alice , eliza ) <eos>
francis sees alice <eos>	see ( francis , alice ) <eos>	see ( alice , francis ) <eos>
claire likes alice <eos>	like ( claire , alice ) <eos>	like ( claire , claire ) <eos>
neha meets alice <eos>	meet ( neha , alice ) <eos>	meet ( alice , neha ) <eos>
zelda dislikes alice <eos>	dislike ( zelda , alice ) <eos>	dislike ( zelda , alice ) <eos>
oswald dislikes alice <eos>	dislike ( oswald , alice ) <eos>	dislike ( alice , oswald ) <eos>
