source	target	prediction
tracy notices alice <eos>	notice ( tracy , alice ) <eos>	notice ( zelda , isla ) <eos>
claire likes alice <eos>	like ( claire , alice ) <eos>	like ( oswald , ursula ) <eos>
isla notices alice <eos>	notice ( isla , alice ) <eos>	notice ( quinn , quinn ) <eos>
bob meets alice <eos>	meet ( bob , alice ) <eos>	meet ( samuel , ursula ) <eos>
alice dislikes alice <eos>	dislike ( alice , alice ) <eos>	dislike ( alice , quinn ) <eos>
samuel throws alice <eos>	throw ( samuel , alice ) <eos>	throw ( samuel , quinn ) <eos>
zelda throws alice <eos>	throw ( zelda , alice ) <eos>	throw ( bob , isla ) <eos>
winnifred sees alice <eos>	see ( winnifred , alice ) <eos>	see ( winnifred , ursula ) <eos>
alice knows alice <eos>	know ( alice , alice ) <eos>	know ( quinn , quinn ) <eos>
lewis meets alice <eos>	meet ( lewis , alice ) <eos>	meet ( lewis , quinn ) <eos>
quinn notices alice <eos>	notice ( quinn , alice ) <eos>	notice ( quinn , isla ) <eos>
ursula meets alice <eos>	meet ( ursula , alice ) <eos>	meet ( alice , ursula ) <eos>
yvette notices alice <eos>	notice ( yvettte , alice ) <eos>	notice ( francis , isla ) <eos>
katherine meets alice <eos>	meet ( katherine , alice ) <eos>	meet ( grace , isla ) <eos>
oswald knows alice <eos>	know ( oswald , alice ) <eos>	know ( alice , ursula ) <eos>
patricia notices alice <eos>	notice ( patricia , alice ) <eos>	notice ( ursula , ursula ) <eos>
neha dislikes alice <eos>	dislike ( neha , alice ) <eos>	dislike ( henry , quinn ) <eos>
yvette knows alice <eos>	know ( yvettte , alice ) <eos>	know ( francis , ursula ) <eos>
henry knows alice <eos>	know ( henry , alice ) <eos>	know ( daniel , ursula ) <eos>
winnifred dislikes alice <eos>	dislike ( winnifred , alice ) <eos>	dislike ( tracy , ursula ) <eos>
winnifred notices alice <eos>	notice ( winnifred , alice ) <eos>	notice ( winnifred , ursula ) <eos>
eliza notices alice <eos>	notice ( eliza , alice ) <eos>	notice ( xerxes , isla ) <eos>
yvette sees alice <eos>	see ( yvettte , alice ) <eos>	see ( francis , ursula ) <eos>
zelda sees alice <eos>	see ( zelda , alice ) <eos>	see ( bob , ursula ) <eos>
rachael knows alice <eos>	know ( rachael , alice ) <eos>	know ( rachael , quinn ) <eos>
john meets alice <eos>	meet ( john , alice ) <eos>	meet ( margaret , isla ) <eos>
margaret likes alice <eos>	like ( margaret , alice ) <eos>	like ( patricia , ursula ) <eos>
samuel meets alice <eos>	meet ( samuel , alice ) <eos>	meet ( samuel , isla ) <eos>
margaret dislikes alice <eos>	dislike ( margaret , alice ) <eos>	dislike ( patricia , quinn ) <eos>
victor notices alice <eos>	notice ( victor , alice ) <eos>	notice ( victor , isla ) <eos>
bob dislikes alice <eos>	dislike ( bob , alice ) <eos>	dislike ( samuel , quinn ) <eos>
victor likes alice <eos>	like ( victor , alice ) <eos>	like ( yvettte , ursula ) <eos>
rachael sees alice <eos>	see ( rachael , alice ) <eos>	see ( rachael , quinn ) <eos>
quinn meets alice <eos>	meet ( quinn , alice ) <eos>	meet ( quinn , isla ) <eos>
patricia throws alice <eos>	throw ( patricia , alice ) <eos>	throw ( ursula , quinn ) <eos>
grace knows alice <eos>	know ( grace , alice ) <eos>	know ( isla , ursula ) <eos>
