source	target	prediction
zelda dislikes alice <eos>	dislike ( zelda , alice ) <eos>	dislike ( zelda , zelda ) <eos>
samuel knows alice <eos>	know ( samuel , alice ) <eos>	know ( alice , samuel ) <eos>
rachael sees alice <eos>	see ( rachael , alice ) <eos>	see ( alice , rachael ) <eos>
oswald throws alice <eos>	throw ( oswald , alice ) <eos>	throw ( alice , oswald ) <eos>
eliza meets alice <eos>	meet ( eliza , alice ) <eos>	meet ( alice , eliza ) <eos>
quinn throws alice <eos>	throw ( quinn , alice ) <eos>	throw ( quinn , quinn ) <eos>
quinn meets alice <eos>	meet ( quinn , alice ) <eos>	meet ( quinn , quinn ) <eos>
rachael notices alice <eos>	notice ( rachael , alice ) <eos>	notice ( alice , rachael ) <eos>
grace sees alice <eos>	see ( grace , alice ) <eos>	see ( alice , grace ) <eos>
grace throws alice <eos>	throw ( grace , alice ) <eos>	throw ( alice , grace ) <eos>
oswald knows alice <eos>	know ( oswald , alice ) <eos>	know ( alice , oswald ) <eos>
eliza knows alice <eos>	know ( eliza , alice ) <eos>	know ( alice , eliza ) <eos>
eliza throws alice <eos>	throw ( eliza , alice ) <eos>	throw ( alice , eliza ) <eos>
xerxes notices alice <eos>	notice ( xerxes , alice ) <eos>	notice ( xerxes , xerxes ) <eos>
xerxes meets alice <eos>	meet ( xerxes , alice ) <eos>	meet ( alice , xerxes ) <eos>
quinn dislikes alice <eos>	dislike ( quinn , alice ) <eos>	dislike ( quinn , quinn ) <eos>
katherine likes alice <eos>	like ( katherine , alice ) <eos>	like ( alice , katherine ) <eos>
oswald likes alice <eos>	like ( oswald , alice ) <eos>	like ( alice , oswald ) <eos>
margaret dislikes alice <eos>	dislike ( margaret , alice ) <eos>	dislike ( alice , margaret ) <eos>
bob knows alice <eos>	know ( bob , alice ) <eos>	know ( alice , bob ) <eos>
yvette sees alice <eos>	see ( yvettte , alice ) <eos>	see ( alice , yvettte ) <eos>
winnifred knows alice <eos>	know ( winnifred , alice ) <eos>	know ( alice , winnifred ) <eos>
henry knows alice <eos>	know ( henry , alice ) <eos>	know ( alice , henry ) <eos>
victor likes alice <eos>	like ( victor , alice ) <eos>	like ( alice , victor ) <eos>
victor notices alice <eos>	notice ( victor , alice ) <eos>	notice ( alice , victor ) <eos>
patricia knows alice <eos>	know ( patricia , alice ) <eos>	know ( alice , patricia ) <eos>
katherine meets alice <eos>	meet ( katherine , alice ) <eos>	meet ( katherine , katherine ) <eos>
daniel sees alice <eos>	see ( daniel , alice ) <eos>	see ( daniel , daniel ) <eos>
john likes alice <eos>	like ( john , alice ) <eos>	like ( alice , john ) <eos>
bob notices alice <eos>	notice ( bob , alice ) <eos>	notice ( alice , bob ) <eos>
winnifred dislikes alice <eos>	dislike ( winnifred , alice ) <eos>	dislike ( alice , winnifred ) <eos>
neha meets alice <eos>	meet ( neha , alice ) <eos>	meet ( neha , neha ) <eos>
isla likes alice <eos>	like ( isla , alice ) <eos>	like ( isla , isla ) <eos>
neha likes alice <eos>	like ( neha , alice ) <eos>	like ( alice , neha ) <eos>
henry notices alice <eos>	notice ( henry , alice ) <eos>	notice ( alice , henry ) <eos>
samuel likes alice <eos>	like ( samuel , alice ) <eos>	like ( alice , samuel ) <eos>
zelda meets alice <eos>	meet ( zelda , alice ) <eos>	meet ( zelda , zelda ) <eos>
oswald meets alice <eos>	meet ( oswald , alice ) <eos>	meet ( alice , oswald ) <eos>
lewis likes alice <eos>	like ( lewis , alice ) <eos>	like ( alice , lewis ) <eos>
neha notices alice <eos>	notice ( neha , alice ) <eos>	notice ( neha , neha ) <eos>
eliza notices alice <eos>	notice ( eliza , alice ) <eos>	notice ( alice , eliza ) <eos>
john dislikes alice <eos>	dislike ( john , alice ) <eos>	dislike ( alice , john ) <eos>
zelda sees alice <eos>	see ( zelda , alice ) <eos>	see ( zelda , zelda ) <eos>
claire likes alice <eos>	like ( claire , alice ) <eos>	like ( alice , claire ) <eos>
ursula notices alice <eos>	notice ( ursula , alice ) <eos>	notice ( ursula , ursula ) <eos>
alice sees alice <eos>	see ( alice , alice ) <eos>	see ( alice , winnifred ) <eos>
quinn sees alice <eos>	see ( quinn , alice ) <eos>	see ( quinn , quinn ) <eos>
xerxes sees alice <eos>	see ( xerxes , alice ) <eos>	see ( xerxes , xerxes ) <eos>
victor knows alice <eos>	know ( victor , alice ) <eos>	know ( alice , victor ) <eos>
john sees alice <eos>	see ( john , alice ) <eos>	see ( alice , john ) <eos>
grace knows alice <eos>	know ( grace , alice ) <eos>	know ( alice , grace ) <eos>
patricia likes alice <eos>	like ( patricia , alice ) <eos>	like ( patricia , patricia ) <eos>
xerxes dislikes alice <eos>	dislike ( xerxes , alice ) <eos>	dislike ( xerxes , xerxes ) <eos>
yvette knows alice <eos>	know ( yvettte , alice ) <eos>	know ( alice , yvettte ) <eos>
isla sees alice <eos>	see ( isla , alice ) <eos>	see ( isla , isla ) <eos>
alice notices alice <eos>	notice ( alice , alice ) <eos>	notice ( alice , samuel ) <eos>
henry dislikes alice <eos>	dislike ( henry , alice ) <eos>	dislike ( alice , henry ) <eos>
eliza sees alice <eos>	see ( eliza , alice ) <eos>	see ( alice , eliza ) <eos>
zelda throws alice <eos>	throw ( zelda , alice ) <eos>	throw ( zelda , zelda ) <eos>
samuel throws alice <eos>	throw ( samuel , alice ) <eos>	throw ( samuel , samuel ) <eos>
francis throws alice <eos>	throw ( francis , alice ) <eos>	throw ( alice , francis ) <eos>
winnifred meets alice <eos>	meet ( winnifred , alice ) <eos>	meet ( winnifred , winnifred ) <eos>
quinn likes alice <eos>	like ( quinn , alice ) <eos>	like ( quinn , quinn ) <eos>
john meets alice <eos>	meet ( john , alice ) <eos>	meet ( john , john ) <eos>
john notices alice <eos>	notice ( john , alice ) <eos>	notice ( alice , john ) <eos>
quinn knows alice <eos>	know ( quinn , alice ) <eos>	know ( alice , quinn ) <eos>
alice knows alice <eos>	know ( alice , alice ) <eos>	know ( alice , tracy ) <eos>
victor dislikes alice <eos>	dislike ( victor , alice ) <eos>	dislike ( alice , victor ) <eos>
henry throws alice <eos>	throw ( henry , alice ) <eos>	throw ( alice , henry ) <eos>
yvette dislikes alice <eos>	dislike ( yvettte , alice ) <eos>	dislike ( yvettte , yvettte ) <eos>
katherine notices alice <eos>	notice ( katherine , alice ) <eos>	notice ( alice , katherine ) <eos>
claire meets alice <eos>	meet ( claire , alice ) <eos>	meet ( alice , claire ) <eos>
grace dislikes alice <eos>	dislike ( grace , alice ) <eos>	dislike ( alice , grace ) <eos>
claire knows alice <eos>	know ( claire , alice ) <eos>	know ( alice , claire ) <eos>
winnifred notices alice <eos>	notice ( winnifred , alice ) <eos>	notice ( winnifred , winnifred ) <eos>
tracy sees alice <eos>	see ( tracy , alice ) <eos>	see ( tracy , tracy ) <eos>
claire sees alice <eos>	see ( claire , alice ) <eos>	see ( alice , claire ) <eos>
xerxes knows alice <eos>	know ( xerxes , alice ) <eos>	know ( alice , xerxes ) <eos>
daniel likes alice <eos>	like ( daniel , alice ) <eos>	like ( alice , daniel ) <eos>
henry likes alice <eos>	like ( henry , alice ) <eos>	like ( alice , henry ) <eos>
daniel throws alice <eos>	throw ( daniel , alice ) <eos>	throw ( daniel , daniel ) <eos>
zelda likes alice <eos>	like ( zelda , alice ) <eos>	like ( zelda , zelda ) <eos>
neha throws alice <eos>	throw ( neha , alice ) <eos>	throw ( alice , neha ) <eos>
oswald notices alice <eos>	notice ( oswald , alice ) <eos>	notice ( alice , oswald ) <eos>
ursula dislikes alice <eos>	dislike ( ursula , alice ) <eos>	dislike ( ursula , ursula ) <eos>
rachael knows alice <eos>	know ( rachael , alice ) <eos>	know ( alice , rachael ) <eos>
francis notices alice <eos>	notice ( francis , alice ) <eos>	notice ( francis , francis ) <eos>
winnifred sees alice <eos>	see ( winnifred , alice ) <eos>	see ( winnifred , winnifred ) <eos>
neha dislikes alice <eos>	dislike ( neha , alice ) <eos>	dislike ( alice , neha ) <eos>
tracy throws alice <eos>	throw ( tracy , alice ) <eos>	throw ( tracy , tracy ) <eos>
francis meets alice <eos>	meet ( francis , alice ) <eos>	meet ( francis , francis ) <eos>
samuel dislikes alice <eos>	dislike ( samuel , alice ) <eos>	dislike ( alice , samuel ) <eos>
isla dislikes alice <eos>	dislike ( isla , alice ) <eos>	dislike ( isla , isla ) <eos>
rachael throws alice <eos>	throw ( rachael , alice ) <eos>	throw ( alice , rachael ) <eos>
ursula throws alice <eos>	throw ( ursula , alice ) <eos>	throw ( ursula , ursula ) <eos>
katherine throws alice <eos>	throw ( katherine , alice ) <eos>	throw ( alice , katherine ) <eos>
patricia notices alice <eos>	notice ( patricia , alice ) <eos>	notice ( patricia , patricia ) <eos>
katherine dislikes alice <eos>	dislike ( katherine , alice ) <eos>	dislike ( alice , katherine ) <eos>
john throws alice <eos>	throw ( john , alice ) <eos>	throw ( alice , john ) <eos>
katherine knows alice <eos>	know ( katherine , alice ) <eos>	know ( alice , katherine ) <eos>
lewis notices alice <eos>	notice ( lewis , alice ) <eos>	notice ( alice , lewis ) <eos>
alice dislikes alice <eos>	dislike ( alice , alice ) <eos>	dislike ( alice , winnifred ) <eos>
bob dislikes alice <eos>	dislike ( bob , alice ) <eos>	dislike ( alice , bob ) <eos>
eliza dislikes alice <eos>	dislike ( eliza , alice ) <eos>	dislike ( eliza , eliza ) <eos>
isla meets alice <eos>	meet ( isla , alice ) <eos>	meet ( isla , isla ) <eos>
francis knows alice <eos>	know ( francis , alice ) <eos>	know ( alice , francis ) <eos>
isla knows alice <eos>	know ( isla , alice ) <eos>	know ( isla , isla ) <eos>
rachael dislikes alice <eos>	dislike ( rachael , alice ) <eos>	dislike ( alice , rachael ) <eos>
lewis dislikes alice <eos>	dislike ( lewis , alice ) <eos>	dislike ( alice , lewis ) <eos>
daniel meets alice <eos>	meet ( daniel , alice ) <eos>	meet ( daniel , daniel ) <eos>
patricia dislikes alice <eos>	dislike ( patricia , alice ) <eos>	dislike ( patricia , patricia ) <eos>
john knows alice <eos>	know ( john , alice ) <eos>	know ( alice , john ) <eos>
henry sees alice <eos>	see ( henry , alice ) <eos>	see ( alice , henry ) <eos>
alice meets alice <eos>	meet ( alice , alice ) <eos>	meet ( alice , samuel ) <eos>
bob meets alice <eos>	meet ( bob , alice ) <eos>	meet ( alice , bob ) <eos>
patricia meets alice <eos>	meet ( patricia , alice ) <eos>	meet ( patricia , patricia ) <eos>
grace likes alice <eos>	like ( grace , alice ) <eos>	like ( alice , grace ) <eos>
isla notices alice <eos>	notice ( isla , alice ) <eos>	notice ( isla , isla ) <eos>
daniel dislikes alice <eos>	dislike ( daniel , alice ) <eos>	dislike ( alice , daniel ) <eos>
xerxes throws alice <eos>	throw ( xerxes , alice ) <eos>	throw ( alice , xerxes ) <eos>
tracy knows alice <eos>	know ( tracy , alice ) <eos>	know ( tracy , tracy ) <eos>
yvette likes alice <eos>	like ( yvettte , alice ) <eos>	like ( yvettte , yvettte ) <eos>
yvette throws alice <eos>	throw ( yvettte , alice ) <eos>	throw ( alice , yvettte ) <eos>
ursula knows alice <eos>	know ( ursula , alice ) <eos>	know ( alice , ursula ) <eos>
tracy likes alice <eos>	like ( tracy , alice ) <eos>	like ( tracy , tracy ) <eos>
ursula meets alice <eos>	meet ( ursula , alice ) <eos>	meet ( alice , ursula ) <eos>
margaret sees alice <eos>	see ( margaret , alice ) <eos>	see ( margaret , margaret ) <eos>
neha knows alice <eos>	know ( neha , alice ) <eos>	know ( alice , neha ) <eos>
ursula sees alice <eos>	see ( ursula , alice ) <eos>	see ( ursula , ursula ) <eos>
margaret throws alice <eos>	throw ( margaret , alice ) <eos>	throw ( alice , margaret ) <eos>
samuel notices alice <eos>	notice ( samuel , alice ) <eos>	notice ( samuel , samuel ) <eos>
lewis meets alice <eos>	meet ( lewis , alice ) <eos>	meet ( alice , lewis ) <eos>
bob likes alice <eos>	like ( bob , alice ) <eos>	like ( alice , bob ) <eos>
rachael meets alice <eos>	meet ( rachael , alice ) <eos>	meet ( alice , rachael ) <eos>
margaret meets alice <eos>	meet ( margaret , alice ) <eos>	meet ( margaret , margaret ) <eos>
claire throws alice <eos>	throw ( claire , alice ) <eos>	throw ( alice , claire ) <eos>
lewis sees alice <eos>	see ( lewis , alice ) <eos>	see ( alice , lewis ) <eos>
alice throws alice <eos>	throw ( alice , alice ) <eos>	throw ( alice , john ) <eos>
bob throws alice <eos>	throw ( bob , alice ) <eos>	throw ( alice , bob ) <eos>
lewis knows alice <eos>	know ( lewis , alice ) <eos>	know ( alice , lewis ) <eos>
victor sees alice <eos>	see ( victor , alice ) <eos>	see ( alice , victor ) <eos>
victor throws alice <eos>	throw ( victor , alice ) <eos>	throw ( alice , victor ) <eos>
tracy dislikes alice <eos>	dislike ( tracy , alice ) <eos>	dislike ( tracy , tracy ) <eos>
rachael likes alice <eos>	like ( rachael , alice ) <eos>	like ( alice , rachael ) <eos>
bob sees alice <eos>	see ( bob , alice ) <eos>	see ( alice , bob ) <eos>
francis dislikes alice <eos>	dislike ( francis , alice ) <eos>	dislike ( alice , francis ) <eos>
samuel meets alice <eos>	meet ( samuel , alice ) <eos>	meet ( samuel , samuel ) <eos>
isla throws alice <eos>	throw ( isla , alice ) <eos>	throw ( isla , isla ) <eos>
winnifred likes alice <eos>	like ( winnifred , alice ) <eos>	like ( alice , winnifred ) <eos>
zelda knows alice <eos>	know ( zelda , alice ) <eos>	know ( zelda , zelda ) <eos>
claire notices alice <eos>	notice ( claire , alice ) <eos>	notice ( alice , claire ) <eos>
grace notices alice <eos>	notice ( grace , alice ) <eos>	notice ( alice , grace ) <eos>
tracy notices alice <eos>	notice ( tracy , alice ) <eos>	notice ( tracy , tracy ) <eos>
daniel knows alice <eos>	know ( daniel , alice ) <eos>	know ( alice , daniel ) <eos>
zelda notices alice <eos>	notice ( zelda , alice ) <eos>	notice ( zelda , zelda ) <eos>
neha sees alice <eos>	see ( neha , alice ) <eos>	see ( neha , neha ) <eos>
lewis throws alice <eos>	throw ( lewis , alice ) <eos>	throw ( alice , lewis ) <eos>
francis likes alice <eos>	like ( francis , alice ) <eos>	like ( alice , francis ) <eos>
yvette meets alice <eos>	meet ( yvettte , alice ) <eos>	meet ( alice , yvettte ) <eos>
margaret knows alice <eos>	know ( margaret , alice ) <eos>	know ( alice , margaret ) <eos>
winnifred throws alice <eos>	throw ( winnifred , alice ) <eos>	throw ( winnifred , winnifred ) <eos>
grace meets alice <eos>	meet ( grace , alice ) <eos>	meet ( alice , grace ) <eos>
patricia sees alice <eos>	see ( patricia , alice ) <eos>	see ( patricia , patricia ) <eos>
francis sees alice <eos>	see ( francis , alice ) <eos>	see ( francis , francis ) <eos>
eliza likes alice <eos>	like ( eliza , alice ) <eos>	like ( eliza , eliza ) <eos>
daniel notices alice <eos>	notice ( daniel , alice ) <eos>	notice ( daniel , daniel ) <eos>
oswald sees alice <eos>	see ( oswald , alice ) <eos>	see ( alice , oswald ) <eos>
yvette notices alice <eos>	notice ( yvettte , alice ) <eos>	notice ( alice , yvettte ) <eos>
tracy meets alice <eos>	meet ( tracy , alice ) <eos>	meet ( tracy , tracy ) <eos>
samuel sees alice <eos>	see ( samuel , alice ) <eos>	see ( alice , samuel ) <eos>
xerxes likes alice <eos>	like ( xerxes , alice ) <eos>	like ( xerxes , xerxes ) <eos>
claire dislikes alice <eos>	dislike ( claire , alice ) <eos>	dislike ( alice , claire ) <eos>
patricia throws alice <eos>	throw ( patricia , alice ) <eos>	throw ( patricia , patricia ) <eos>
quinn notices alice <eos>	notice ( quinn , alice ) <eos>	notice ( quinn , quinn ) <eos>
ursula likes alice <eos>	like ( ursula , alice ) <eos>	like ( ursula , ursula ) <eos>
katherine sees alice <eos>	see ( katherine , alice ) <eos>	see ( alice , katherine ) <eos>
margaret likes alice <eos>	like ( margaret , alice ) <eos>	like ( alice , margaret ) <eos>
victor meets alice <eos>	meet ( victor , alice ) <eos>	meet ( alice , victor ) <eos>
henry meets alice <eos>	meet ( henry , alice ) <eos>	meet ( alice , henry ) <eos>
margaret notices alice <eos>	notice ( margaret , alice ) <eos>	notice ( margaret , margaret ) <eos>
oswald dislikes alice <eos>	dislike ( oswald , alice ) <eos>	dislike ( alice , oswald ) <eos>
alice likes alice <eos>	like ( alice , alice ) <eos>	like ( alice , john ) <eos>
