source	target	prediction
henry knows alice <eos>	know ( henry , alice ) <eos>	know ( henry , henry ) <eos>
alice throws alice <eos>	throw ( alice , alice ) <eos>	throw ( alice , alice ) <eos>
margaret sees alice <eos>	see ( margaret , alice ) <eos>	see ( margaret , margaret ) <eos>
samuel throws alice <eos>	throw ( samuel , alice ) <eos>	throw ( samuel , samuel ) <eos>
bob likes alice <eos>	like ( bob , alice ) <eos>	like ( bob , bob ) <eos>
xerxes meets alice <eos>	meet ( xerxes , alice ) <eos>	meet ( xerxes , xerxes ) <eos>
grace knows alice <eos>	know ( grace , alice ) <eos>	know ( grace , grace ) <eos>
francis throws alice <eos>	throw ( francis , alice ) <eos>	throw ( francis , francis ) <eos>
xerxes dislikes alice <eos>	dislike ( xerxes , alice ) <eos>	dislike ( xerxes , xerxes ) <eos>
daniel likes alice <eos>	like ( daniel , alice ) <eos>	like ( daniel , daniel ) <eos>
patricia knows alice <eos>	know ( patricia , alice ) <eos>	know ( patricia , patricia ) <eos>
lewis meets alice <eos>	meet ( lewis , alice ) <eos>	meet ( lewis , lewis ) <eos>
margaret throws alice <eos>	throw ( margaret , alice ) <eos>	throw ( margaret , margaret ) <eos>
henry sees alice <eos>	see ( henry , alice ) <eos>	see ( henry , henry ) <eos>
margaret meets alice <eos>	meet ( margaret , alice ) <eos>	meet ( alice , margaret ) <eos>
zelda knows alice <eos>	know ( zelda , alice ) <eos>	know ( zelda , zelda ) <eos>
quinn knows alice <eos>	know ( quinn , alice ) <eos>	know ( quinn , quinn ) <eos>
grace likes alice <eos>	like ( grace , alice ) <eos>	like ( grace , grace ) <eos>
ursula meets alice <eos>	meet ( ursula , alice ) <eos>	meet ( ursula , ursula ) <eos>
victor knows alice <eos>	know ( victor , alice ) <eos>	know ( victor , victor ) <eos>
yvette likes alice <eos>	like ( yvettte , alice ) <eos>	like ( yvettte , yvettte ) <eos>
henry meets alice <eos>	meet ( henry , alice ) <eos>	meet ( henry , henry ) <eos>
henry throws alice <eos>	throw ( henry , alice ) <eos>	throw ( henry , henry ) <eos>
zelda meets alice <eos>	meet ( zelda , alice ) <eos>	meet ( zelda , zelda ) <eos>
katherine throws alice <eos>	throw ( katherine , alice ) <eos>	throw ( katherine , katherine ) <eos>
winnifred dislikes alice <eos>	dislike ( winnifred , alice ) <eos>	dislike ( winnifred , winnifred ) <eos>
john throws alice <eos>	throw ( john , alice ) <eos>	throw ( john , john ) <eos>
tracy dislikes alice <eos>	dislike ( tracy , alice ) <eos>	dislike ( tracy , francis ) <eos>
victor sees alice <eos>	see ( victor , alice ) <eos>	see ( victor , francis ) <eos>
tracy sees alice <eos>	see ( tracy , alice ) <eos>	see ( tracy , tracy ) <eos>
daniel knows alice <eos>	know ( daniel , alice ) <eos>	know ( daniel , daniel ) <eos>
bob meets alice <eos>	meet ( bob , alice ) <eos>	meet ( alice , bob ) <eos>
henry likes alice <eos>	like ( henry , alice ) <eos>	like ( henry , henry ) <eos>
eliza throws alice <eos>	throw ( eliza , alice ) <eos>	throw ( eliza , eliza ) <eos>
samuel dislikes alice <eos>	dislike ( samuel , alice ) <eos>	dislike ( samuel , samuel ) <eos>
